sep=	
t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
0.09	227.00	0.00	0.00	0.00	0.11	0.20	11.92	0.00
0.19	227.00	0.00	0.00	2.93	0.00	0.00	11.92	0.00
0.29	227.00	28.35	1.96	0.00	0.27	1.28	11.92	0.00
0.49	227.00	0.00	0.00	0.00	0.35	1.64	23.83	0.00
0.59	227.00	0.00	0.00	2.93	0.41	1.79	23.83	0.00
0.79	227.00	0.00	0.00	0.00	0.00	0.05	23.83	0.00
0.89	227.00	0.00	2.93	0.00	0.38	1.74	35.75	0.00
0.99	227.00	0.00	0.00	1.96	0.47	0.97	35.75	0.00
1.09	227.00	0.00	0.00	0.00	0.20	0.82	35.75	0.00
1.19	227.00	0.00	0.00	0.00	0.17	1.59	35.75	0.00
1.39	227.00	0.00	0.00	0.00	0.24	0.87	47.67	0.00
1.49	227.00	0.00	0.00	0.00	0.26	1.89	47.67	0.00
1.59	227.00	0.00	0.00	22.48	0.03	0.36	47.67	0.00
1.69	227.00	1.96	6.84	0.98	0.35	1.69	47.67	0.00
1.79	227.00	22.48	0.00	0.00	0.17	0.77	47.67	0.00
1.89	227.00	0.00	0.00	0.00	0.49	0.67	59.59	0.00
1.99	227.00	0.00	2.93	0.00	0.38	1.74	59.59	0.00
2.19	227.00	0.00	0.00	0.00	0.15	0.61	59.59	0.00
2.29	227.00	0.00	0.00	0.00	0.18	0.56	59.59	0.00
2.39	227.00	0.00	0.00	0.00	0.15	0.61	71.50	0.00
2.49	227.00	0.00	0.00	0.00	0.06	0.61	71.50	0.00
2.59	227.00	0.00	21.51	0.00	0.18	0.61	71.50	0.00
2.79	227.00	0.00	0.00	0.98	0.43	1.89	71.50	0.00
2.89	0.00	0.00	14.66	0.00	0.14	0.46	71.50	0.00
3.09	0.00	0.00	0.00	0.00	0.14	1.59	71.50	0.00
3.29	0.00	0.98	6.84	0.98	0.33	1.48	71.50	0.00
3.39	0.00	22.48	0.00	0.00	0.12	0.26	71.50	0.00
3.49	0.00	0.00	0.00	14.66	0.00	0.15	71.50	0.00
3.59	0.00	0.00	0.00	0.00	0.17	0.67	71.50	0.00
3.69	0.00	0.00	0.00	0.00	0.30	0.00	71.50	0.00
3.79	0.00	0.00	0.00	0.00	0.35	1.64	71.50	0.00
3.99	0.00	0.00	0.00	0.00	0.00	0.10	71.50	0.00
4.19	0.00	0.00	0.00	0.00	0.17	1.59	71.50	0.00
4.29	0.00	0.00	0.00	0.00	0.38	1.84	71.50	0.00
4.39	0.00	6.84	0.98	0.00	0.30	1.28	71.50	0.00
4.59	0.00	0.00	0.00	0.00	0.23	0.67	71.50	0.00
4.69	0.00	0.98	0.00	0.00	0.24	0.15	71.50	0.00
4.79	0.00	0.00	0.00	0.00	0.12	0.31	71.50	0.00
4.89	0.00	0.00	0.00	0.00	0.33	1.48	71.50	0.00
5.09	0.00	0.00	0.00	0.00	0.09	0.15	71.50	0.00
5.29	0.00	6.84	2.93	0.98	0.29	1.38	71.50	0.00
5.39	0.00	0.00	0.00	0.00	0.24	0.00	71.50	0.00
5.49	0.00	0.00	0.00	0.00	0.37	1.59	71.50	0.00
5.69	0.00	0.00	6.84	0.00	0.12	0.31	71.50	0.00
5.79	0.00	0.00	0.00	0.00	0.20	1.23	71.50	0.00
5.89	0.00	0.00	0.00	6.84	0.26	1.18	71.50	0.00
6.09	0.00	0.00	0.00	0.00	0.33	1.54	71.50	0.00
6.29	0.00	0.00	0.00	0.00	0.00	0.10	71.50	0.00
6.39	0.00	0.00	0.00	0.00	0.24	0.97	71.50	0.00
6.49	0.00	0.00	0.00	0.00	0.47	1.74	71.50	0.00
6.59	0.00	0.00	0.00	0.00	0.09	0.36	71.50	0.00
6.69	0.00	2.93	0.00	0.00	0.32	1.43	71.50	0.00
6.79	0.00	0.00	0.00	0.98	0.38	1.59	71.50	0.00
6.99	0.00	0.00	0.00	0.00	0.00	0.20	71.50	0.00
7.19	0.00	0.00	0.00	0.00	0.38	1.79	71.50	0.00
7.29	0.00	0.00	6.84	0.98	0.35	1.54	71.50	0.00
7.39	0.00	0.00	0.00	0.00	0.47	0.46	71.50	0.00
7.59	0.00	2.93	0.00	0.00	0.27	0.41	71.50	0.00
7.79	0.00	0.00	0.00	0.00	0.35	1.74	71.50	0.00
7.89	0.00	0.98	0.98	30.30	0.35	1.54	71.50	0.00
7.99	0.00	26.39	0.00	0.00	0.11	0.36	71.50	0.00
8.09	0.00	0.00	0.00	2.93	0.00	0.00	71.50	0.00
8.19	0.00	0.00	0.00	0.00	0.15	0.67	71.50	0.00
8.29	0.00	0.00	0.00	0.00	0.17	1.59	71.50	0.00
8.39	0.00	0.00	0.00	0.00	0.37	1.64	71.50	0.00
8.49	0.00	0.00	0.00	0.00	0.59	2.20	71.50	0.00
8.59	0.00	0.00	22.48	0.00	0.12	0.31	71.50	0.00
8.69	0.00	0.00	0.00	0.00	0.23	0.41	71.50	0.00
8.89	0.00	0.00	0.00	0.00	0.32	1.23	71.50	0.00
8.99	0.00	0.00	0.00	0.00	0.32	1.48	71.50	0.00
9.09	0.00	0.00	0.00	0.00	0.12	1.59	71.50	0.00
9.29	0.00	0.00	0.00	0.00	0.12	0.46	71.50	0.00
9.49	0.00	0.00	0.00	0.00	0.41	1.84	71.50	0.00
9.59	0.00	0.98	0.00	0.00	0.35	1.69	71.50	0.00
9.69	0.00	0.00	23.46	0.00	0.21	0.72	71.50	0.00
9.79	0.00	0.00	0.00	0.00	0.15	1.59	71.50	0.00
9.89	0.00	0.00	0.00	0.00	0.12	0.46	71.50	0.00
9.99	0.00	22.48	2.93	0.00	0.27	1.28	71.50	0.00
10.09	0.00	0.00	0.00	0.00	0.38	1.79	71.50	0.00
10.29	0.00	0.00	0.00	22.48	0.12	0.31	71.50	0.00
10.39	0.00	14.66	0.00	0.00	0.15	0.36	71.50	0.00
10.59	0.00	0.00	0.00	0.00	0.12	0.36	71.50	0.00
10.69	0.00	0.00	0.00	0.00	0.37	1.74	71.50	0.00
10.79	0.00	0.00	6.84	0.98	0.38	1.54	71.50	0.00
10.89	0.00	0.00	0.00	0.98	0.47	0.41	71.50	0.00
10.99	0.00	0.00	14.66	0.00	0.21	0.67	71.50	0.00
11.19	0.00	0.00	0.00	0.00	0.12	0.26	71.50	0.00
11.29	0.00	0.00	0.00	0.00	0.40	1.74	71.50	0.00
11.39	0.00	0.98	0.00	0.00	0.33	1.59	71.50	0.00
11.49	0.00	0.00	22.48	0.00	0.09	0.20	71.50	0.00
11.69	0.00	0.00	5.87	0.98	0.29	1.33	71.50	0.00
11.89	0.00	0.00	0.00	0.00	0.37	1.59	71.50	0.00
11.99	0.00	0.00	0.00	0.00	0.23	2.10	71.50	0.00
12.09	0.00	0.00	0.00	0.00	0.12	0.26	71.50	0.00
12.19	0.00	0.00	0.00	0.00	0.18	1.54	71.50	0.00
12.29	0.00	0.00	0.00	26.39	0.27	1.18	71.50	0.00
12.49	0.00	0.00	0.00	0.00	0.32	1.48	71.50	0.00
12.59	0.00	0.98	0.00	0.00	0.21	0.67	71.50	0.00
12.69	0.00	0.00	0.00	0.00	0.55	0.51	71.50	0.00
12.79	0.00	0.00	0.00	0.00	0.24	0.92	71.50	0.00
12.89	0.00	0.00	0.00	0.00	0.17	1.59	71.50	0.00
13.09	0.00	2.93	0.98	0.00	0.35	1.48	71.50	0.00
13.29	0.00	0.00	0.00	0.00	0.14	1.59	71.50	0.00
13.39	0.00	0.00	0.00	0.00	0.00	0.20	71.50	0.00
13.49	0.00	0.00	0.00	0.00	0.12	0.36	71.50	0.00
13.59	0.00	0.00	0.00	0.00	0.38	1.79	71.50	0.00
13.69	0.00	0.98	4.89	0.98	0.38	1.59	71.50	0.00
13.79	0.00	0.00	0.00	0.00	0.53	0.51	71.50	0.00
13.89	0.00	0.00	18.57	0.00	0.23	0.67	71.50	0.00
13.99	0.00	2.93	0.00	0.00	0.27	0.41	71.50	0.00
14.19	0.00	0.00	0.00	0.00	0.37	1.79	71.50	0.00
14.29	0.00	0.00	0.98	6.84	0.35	1.54	71.50	0.00
14.39	0.00	27.37	0.00	0.00	0.11	1.38	71.50	0.00
14.49	0.00	0.00	0.00	6.84	0.00	0.00	71.50	0.00
14.59	0.00	0.00	0.00	0.00	0.18	0.72	71.50	0.00
14.79	0.00	0.00	0.00	0.00	0.37	1.59	71.50	0.00
14.89	0.00	0.00	0.00	0.00	0.23	2.00	71.50	0.00
14.99	0.00	0.00	0.98	0.00	0.12	0.26	71.50	0.00
15.09	0.00	0.00	0.00	0.00	0.20	1.64	71.50	0.00
15.19	0.00	0.00	0.00	26.39	0.29	1.18	71.50	0.00
15.29	0.00	0.00	0.00	0.00	0.35	1.59	71.50	0.00
15.39	0.00	0.00	0.00	0.00	0.33	1.48	71.50	0.00
15.49	0.00	0.98	0.00	0.00	0.21	0.72	71.50	0.00
15.69	0.00	0.00	0.00	0.00	0.15	0.51	71.50	0.00
15.79	0.00	0.00	0.00	0.00	0.23	1.74	71.50	0.00
15.89	0.00	0.00	0.00	0.00	0.35	1.74	71.50	0.00
15.99	0.00	2.93	0.00	0.00	0.29	1.43	71.50	0.00
16.09	0.00	0.00	0.00	0.00	0.17	0.46	71.50	0.00
16.19	0.00	0.00	0.00	0.00	0.11	0.26	71.50	0.00
16.39	0.00	0.00	26.39	1.96	0.29	1.28	71.50	0.00
16.59	0.00	0.00	5.87	0.98	0.37	1.54	71.50	0.00
16.69	0.00	0.00	0.00	0.00	0.53	0.51	71.50	0.00
16.79	0.00	0.00	20.53	0.00	0.24	0.67	71.50	0.00
16.89	0.00	2.93	0.00	0.00	0.29	0.41	71.50	0.00
16.99	0.00	0.00	0.00	0.00	0.12	0.26	71.50	0.00
17.09	0.00	0.00	0.00	0.00	0.35	1.64	71.50	0.00
17.39	0.00	0.00	0.00	14.66	0.00	0.20	71.50	0.00
17.49	0.00	14.66	2.93	0.00	0.27	1.18	71.50	0.00
17.59	0.00	0.00	0.00	0.00	0.00	0.00	71.50	0.00
17.69	0.00	0.00	0.00	0.00	0.37	1.74	71.50	0.00
17.79	0.00	6.84	0.98	0.00	0.38	1.69	71.50	0.00
17.89	0.00	0.00	0.98	21.51	0.09	0.15	71.50	0.00
17.99	0.00	0.00	0.00	0.00	0.21	0.51	71.50	0.00
18.09	0.00	0.00	0.00	6.84	0.29	1.33	71.50	0.00
18.19	0.00	0.00	0.00	0.00	0.32	1.48	71.50	0.00
18.29	0.00	0.00	0.00	0.00	0.33	1.48	71.50	0.00
18.39	0.00	6.84	0.00	0.00	0.20	0.67	71.50	0.00
18.49	0.00	0.00	0.00	0.98	0.24	0.51	71.50	0.00
18.59	0.00	0.00	0.00	0.00	0.15	0.51	71.50	0.00
18.69	0.00	0.00	0.00	0.00	0.23	1.69	71.50	0.00
18.89	0.00	4.89	0.98	0.00	0.33	1.48	71.50	0.00
19.09	0.00	7.82	0.00	0.00	0.14	1.59	71.50	0.00
19.29	0.00	0.00	0.00	0.00	0.12	0.36	71.50	0.00
19.39	0.00	0.00	0.00	0.00	0.30	0.00	71.50	0.00
19.49	0.00	0.98	4.89	0.98	0.38	1.59	71.50	0.00
19.59	0.00	0.00	0.00	0.00	0.18	1.79	71.50	0.00
19.69	0.00	0.00	19.55	0.00	0.24	0.67	71.50	0.00
19.79	0.00	1.96	0.00	0.00	0.29	0.31	71.50	0.00
19.89	0.33	0.00	0.00	0.00	0.12	0.31	71.52	0.00
19.99	0.33	0.00	0.00	0.00	0.35	1.64	71.52	0.00
20.09	0.33	0.00	0.98	29.33	0.38	1.59	71.52	0.00
20.19	0.33	25.42	0.00	0.00	0.12	0.77	71.52	0.00
20.39	0.33	2.93	4.89	0.98	0.30	1.38	71.54	0.00
20.49	0.33	0.00	0.00	0.00	0.24	0.05	71.54	0.00
20.59	0.33	0.00	0.00	0.00	0.40	1.74	71.54	0.00
20.69	0.33	0.00	0.00	0.00	0.56	1.89	71.54	0.00
20.79	0.33	0.00	22.48	0.00	0.12	0.31	71.54	0.00
20.89	0.33	0.00	0.00	0.00	0.20	0.41	71.56	0.00
20.99	0.33	0.98	0.00	0.00	0.00	0.20	71.56	0.00
21.09	0.33	0.00	0.00	0.00	0.18	0.61	71.56	0.00
21.19	0.33	0.00	0.00	0.00	0.30	1.48	71.56	0.00
21.39	0.33	0.00	0.00	0.98	0.00	0.10	71.58	0.00
21.49	0.33	0.00	0.00	0.00	0.14	0.51	71.58	0.00
21.59	0.33	0.00	0.00	0.00	0.55	1.79	71.58	0.00
21.69	0.33	0.00	0.00	0.00	0.41	1.89	71.58	0.00
21.89	0.33	0.00	6.84	0.00	0.18	0.61	71.59	0.00
21.99	0.33	0.00	0.00	0.00	0.14	1.23	71.59	0.00
22.09	0.33	0.00	0.00	0.00	0.15	0.51	71.59	0.00
22.19	0.33	0.00	0.00	0.00	0.15	0.77	71.59	0.00
22.29	0.33	0.00	0.00	0.00	0.41	1.89	71.59	0.00
22.39	0.33	6.84	2.93	0.98	0.38	1.59	71.61	0.00
22.49	0.33	0.00	0.00	0.00	0.49	0.56	71.61	0.00
22.59	0.33	0.00	0.00	0.00	0.12	0.31	71.61	0.00
22.69	0.33	1.96	0.98	0.00	0.30	0.46	71.61	0.00
22.79	0.33	0.00	0.00	22.48	0.33	1.38	71.61	0.00
22.89	0.00	0.00	0.00	0.00	0.35	1.69	71.61	0.00
22.99	0.00	0.00	0.98	6.84	0.38	1.59	71.61	0.00
23.09	0.00	26.39	0.00	0.00	0.12	0.77	71.61	0.00
23.29	0.00	0.00	6.84	0.98	0.30	1.38	71.61	0.00
23.49	212.00	0.00	0.00	0.00	0.37	1.59	82.74	0.00
23.69	212.00	0.00	0.00	0.00	0.12	0.26	82.74	0.00
23.79	212.00	0.00	0.00	0.00	0.20	1.59	82.74	0.00
23.89	212.00	0.00	0.00	22.48	0.41	1.84	93.87	0.00
23.99	212.00	22.48	0.00	0.00	0.29	1.18	93.87	0.00
24.09	212.00	0.98	0.00	0.00	0.00	0.51	93.87	0.00
24.19	212.00	0.00	0.00	26.39	0.38	1.59	93.87	0.00
24.29	212.00	2.93	0.00	0.00	0.17	0.51	93.87	0.00
24.39	212.00	0.00	0.00	0.00	0.02	0.51	105.00	0.00
24.49	212.00	0.00	10.75	0.00	0.14	0.41	105.00	0.00
24.69	212.00	0.00	0.00	0.00	0.59	2.30	105.00	0.00
24.79	212.00	0.00	2.93	0.00	0.14	0.41	105.00	0.00
24.99	212.00	0.00	0.00	0.00	0.23	2.00	116.13	0.00
25.09	212.00	0.00	0.00	22.48	0.27	1.18	116.13	0.00
25.29	212.00	27.37	0.00	0.00	0.12	0.77	116.13	0.00
25.39	212.00	0.00	0.00	0.00	0.47	0.51	127.26	0.00
25.49	212.00	0.00	0.00	22.48	0.41	1.79	127.26	0.00
25.59	212.00	0.00	21.51	0.00	0.23	0.92	127.26	0.00
25.69	212.00	28.35	1.96	0.00	0.33	1.48	127.26	0.00
25.79	212.00	0.00	0.00	0.00	0.20	1.95	127.26	0.00
25.89	212.00	0.00	0.00	14.66	0.00	0.10	138.39	0.00
25.99	212.00	0.00	0.00	0.00	0.26	1.02	138.39	0.00
26.09	212.00	22.48	0.00	0.00	0.26	1.18	138.39	0.00
26.19	212.00	2.93	0.00	0.00	0.33	0.20	138.39	0.00
26.29	212.00	0.00	0.00	6.84	0.00	0.10	138.39	0.00
26.39	0.00	0.00	14.66	0.00	0.23	0.77	138.39	0.00
26.49	0.00	14.66	2.93	0.00	0.32	1.54	138.39	0.00
26.59	0.00	0.00	0.00	0.00	0.32	1.23	138.39	0.00
26.69	0.00	0.98	0.00	0.00	0.32	1.48	138.39	0.00
26.79	0.00	0.00	0.00	19.55	0.15	0.41	138.39	0.00
26.89	0.00	0.00	0.00	0.00	0.24	0.72	138.39	0.00
26.99	0.00	6.84	0.98	0.00	0.30	1.43	138.39	0.00
27.09	0.00	0.00	0.00	0.00	0.27	0.05	138.39	0.00
27.19	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
27.29	0.00	2.93	0.00	0.00	0.23	0.61	138.39	0.00
27.39	0.00	26.39	0.00	0.00	0.17	0.36	138.39	0.00
27.49	0.00	0.00	0.00	0.00	0.47	0.41	138.39	0.00
27.59	0.00	0.00	0.00	0.00	0.12	0.31	138.39	0.00
27.69	0.00	0.00	0.00	0.00	0.37	1.74	138.39	0.00
27.79	0.00	0.00	0.98	26.39	0.40	1.69	138.39	0.00
27.99	0.00	0.00	0.00	0.00	0.23	0.41	138.39	0.00
28.19	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
28.39	0.00	0.00	20.53	0.00	0.21	0.67	138.39	0.00
28.49	0.00	0.00	0.00	0.00	0.14	1.43	138.39	0.00
28.69	0.00	0.00	0.00	0.00	0.12	0.36	138.39	0.00
28.79	0.00	0.00	0.00	0.00	0.33	1.54	138.39	0.00
28.89	0.00	0.00	0.00	6.84	0.35	1.54	138.39	0.00
28.99	0.00	0.00	23.46	0.00	0.21	0.61	138.39	0.00
29.09	0.00	0.00	0.00	0.00	0.24	0.61	138.39	0.00
29.19	0.00	0.00	0.00	0.00	0.15	0.67	138.39	0.00
29.29	0.00	0.00	0.00	0.00	0.30	0.00	138.39	0.00
29.39	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
29.49	0.00	23.46	0.00	0.00	0.14	0.77	138.39	0.00
29.59	0.00	0.00	0.00	0.98	0.00	0.05	138.39	0.00
29.69	0.00	0.00	0.00	0.00	0.15	0.51	138.39	0.00
29.79	0.00	0.00	0.00	0.00	0.17	1.79	138.39	0.00
29.89	0.00	0.00	0.00	0.00	0.40	1.89	138.39	0.00
29.99	0.00	26.39	2.93	0.00	0.27	1.18	138.39	0.00
30.19	0.00	0.00	19.55	0.00	0.24	0.72	138.39	0.00
30.29	0.00	2.93	0.00	0.00	0.27	0.20	138.39	0.00
30.49	0.00	0.00	0.00	0.00	0.40	1.79	138.39	0.00
30.69	0.00	0.00	1.96	0.00	0.12	0.26	138.39	0.00
30.79	0.00	0.00	0.00	0.00	0.23	0.41	138.39	0.00
30.89	0.00	0.00	0.00	6.84	0.30	1.33	138.39	0.00
30.99	0.00	0.00	0.00	0.00	0.32	1.48	138.39	0.00
31.19	0.00	0.00	0.00	0.00	0.21	0.67	138.39	0.00
31.29	0.00	0.00	0.00	0.98	0.47	0.46	138.39	0.00
31.39	0.00	0.00	0.00	0.00	0.15	0.46	138.39	0.00
31.49	0.00	0.00	0.00	0.00	0.12	1.59	138.39	0.00
31.59	0.00	0.00	0.00	0.00	0.35	1.69	138.39	0.00
31.69	0.00	6.84	3.91	1.96	0.37	1.59	138.39	0.00
31.89	0.00	0.00	18.57	0.00	0.24	0.72	138.39	0.00
31.99	0.00	2.93	0.00	0.00	0.23	0.31	138.39	0.00
32.09	0.00	0.00	0.00	0.00	0.06	0.10	138.39	0.00
32.19	0.00	0.00	0.00	0.00	0.40	1.74	138.39	0.00
32.29	0.00	0.00	0.00	0.00	0.47	1.95	138.39	0.00
32.49	0.00	0.00	0.00	0.00	0.23	0.31	138.39	0.00
32.59	0.00	0.00	2.93	4.89	0.30	1.33	138.39	0.00
32.69	0.00	0.00	0.00	0.00	0.32	1.43	138.39	0.00
32.79	0.00	0.00	0.00	0.00	0.33	1.54	138.39	0.00
32.89	0.00	6.84	0.00	0.00	0.23	0.72	138.39	0.00
33.09	0.00	0.00	0.00	0.00	0.15	0.51	138.39	0.00
33.39	0.00	26.39	2.93	0.00	0.29	1.28	138.39	0.00
33.49	0.00	0.00	0.00	0.00	0.49	0.72	138.39	0.00
33.59	0.00	0.00	19.55	0.00	0.24	0.67	138.39	0.00
33.79	0.00	0.00	0.00	0.00	0.35	1.38	138.39	0.00
33.89	0.00	0.00	0.00	0.00	0.29	1.43	138.39	0.00
33.99	0.00	0.00	0.00	2.93	0.44	1.89	138.39	0.00
34.09	0.00	0.00	0.00	0.00	0.14	0.41	138.39	0.00
34.19	0.00	0.00	0.00	0.00	0.47	0.41	138.39	0.00
34.29	0.00	0.00	2.93	4.89	0.29	1.33	138.39	0.00
34.39	0.00	0.00	0.00	0.00	0.32	1.48	138.39	0.00
34.49	0.00	0.00	0.00	0.00	0.33	1.48	138.39	0.00
34.59	0.00	6.84	0.00	0.00	0.21	0.67	138.39	0.00
34.69	0.00	0.00	0.00	0.00	0.55	0.51	138.39	0.00
34.89	0.00	0.00	0.00	0.00	0.14	1.59	138.39	0.00
35.09	0.00	26.39	1.96	0.00	0.29	1.38	138.39	0.00
35.29	0.00	0.00	0.00	0.00	0.12	0.20	138.39	0.00
35.39	0.00	0.00	0.00	0.00	0.24	2.00	138.39	0.00
35.49	0.00	0.00	0.00	0.00	0.12	0.31	138.39	0.00
35.59	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
35.69	0.00	0.00	0.00	26.39	0.40	1.69	138.39	0.00
35.89	0.00	0.00	0.00	0.00	0.49	0.61	138.39	0.00
35.99	0.00	0.00	26.39	1.96	0.29	1.38	138.39	0.00
36.09	0.00	0.00	0.00	0.00	0.32	0.00	138.39	0.00
36.19	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
36.29	0.00	23.46	0.00	0.00	0.14	1.59	138.39	0.00
36.39	0.00	0.00	0.00	2.93	0.00	0.10	138.39	0.00
36.59	0.00	0.00	0.00	0.00	0.47	1.74	138.39	0.00
36.69	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
36.79	0.00	6.84	0.98	0.00	0.32	1.43	138.39	0.00
36.89	0.00	0.00	0.00	22.48	0.03	0.41	138.39	0.00
36.99	0.00	0.98	22.48	0.00	0.26	0.77	138.39	0.00
37.09	0.00	0.00	0.00	0.00	0.21	1.64	138.39	0.00
37.19	0.00	0.00	0.00	0.00	0.12	0.31	138.39	0.00
37.29	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
37.39	0.00	0.00	0.00	28.35	0.38	1.64	138.39	0.00
37.49	0.00	22.48	0.00	0.00	0.12	0.36	138.39	0.00
37.69	0.00	0.00	26.39	2.93	0.30	1.38	138.39	0.00
37.79	0.00	0.00	0.00	0.00	0.30	0.10	138.39	0.00
37.89	0.00	0.00	0.00	0.00	0.35	1.59	138.39	0.00
37.99	0.00	22.48	0.00	0.00	0.14	0.77	138.39	0.00
38.09	0.00	0.00	0.00	0.00	0.00	0.10	138.39	0.00
38.19	0.00	0.00	0.00	0.00	0.15	0.46	138.39	0.00
38.39	0.00	0.00	0.00	0.00	0.29	1.43	138.39	0.00
38.49	0.00	28.35	2.93	0.00	0.35	1.48	138.39	0.00
38.59	0.00	0.00	0.00	0.00	0.23	1.89	138.39	0.00
38.69	0.00	0.00	7.82	0.00	0.24	0.67	138.39	0.00
38.79	0.00	0.00	0.00	0.00	0.20	0.77	138.39	0.00
38.89	0.00	0.00	0.00	0.00	0.12	0.26	138.39	0.00
38.99	0.00	0.00	0.00	0.00	0.27	1.38	138.39	0.00
39.09	0.00	0.00	0.00	0.98	0.47	1.95	138.39	0.00
39.19	0.00	0.00	0.00	0.00	0.12	0.36	138.39	0.00
39.39	0.00	0.00	2.93	4.89	0.30	1.33	138.39	0.00
39.49	0.00	0.00	0.00	0.00	0.32	1.43	138.39	0.00
39.79	0.00	0.00	0.00	0.98	0.37	0.46	138.39	0.00
39.89	0.00	0.00	0.00	0.00	0.12	0.46	138.39	0.00
40.09	0.00	0.00	0.00	0.00	0.30	1.43	138.39	0.00
40.29	0.00	0.00	0.00	0.00	0.17	1.79	138.39	0.00
40.39	0.00	0.00	19.55	0.00	0.24	0.67	138.39	0.00
40.59	0.00	0.00	0.00	0.00	0.06	0.10	138.39	0.00
40.69	0.00	0.00	0.00	0.00	0.35	1.69	138.39	0.00
40.79	0.00	0.00	0.00	0.00	0.59	2.20	138.39	0.00
40.89	0.00	0.00	0.00	0.00	0.12	0.31	138.39	0.00
40.99	0.00	0.00	0.00	0.00	0.12	0.77	138.39	0.00
41.09	0.00	0.00	0.00	0.00	0.47	1.79	138.39	0.00
41.19	0.00	0.00	0.00	0.00	0.41	1.89	138.39	0.00
41.29	0.00	4.89	0.98	0.00	0.35	1.43	138.39	0.00
41.39	0.00	0.00	0.98	23.46	0.14	0.41	138.39	0.00
41.49	0.00	14.66	0.00	0.00	0.17	0.36	138.39	0.00
41.59	0.00	0.98	0.00	0.00	0.30	0.61	138.39	0.00
41.79	0.00	0.00	0.00	0.00	0.40	1.69	138.39	0.00
41.89	0.00	0.00	0.00	14.66	0.41	1.74	138.39	0.00
41.99	0.00	0.00	0.98	0.00	0.11	0.20	138.39	0.00
42.09	0.00	0.00	0.00	0.00	0.23	0.41	138.39	0.00
42.19	0.00	0.00	0.00	28.35	0.29	1.23	138.39	0.00
42.29	0.00	0.00	0.00	0.00	0.35	1.64	138.39	0.00
42.39	0.00	0.98	0.00	0.00	0.33	1.48	138.39	0.00
42.49	0.00	0.00	14.66	0.00	0.21	0.61	138.39	0.00
42.59	0.00	0.00	0.00	0.00	0.14	1.54	138.39	0.00
42.79	0.00	0.00	0.00	0.00	0.12	0.36	138.39	0.00
42.99	0.00	0.00	0.00	6.84	0.38	1.59	138.39	0.00
43.09	0.00	22.48	0.00	0.00	0.12	0.46	138.39	0.00
43.19	0.00	0.00	0.00	0.00	0.49	0.61	138.39	0.00
43.29	0.00	0.00	22.48	2.93	0.27	1.23	138.39	0.00
43.39	0.33	0.00	0.00	0.00	0.18	0.51	138.41	0.00
43.49	0.33	0.00	0.00	0.00	0.33	1.54	138.41	0.00
43.59	0.33	2.93	0.00	0.00	0.21	0.72	138.41	0.00
43.79	0.33	0.00	0.00	0.00	0.15	0.51	138.41	0.00
43.89	0.33	0.00	0.00	0.00	0.12	1.59	138.43	0.00
43.99	0.33	0.00	0.00	0.00	0.38	1.84	138.43	0.00
44.09	0.33	0.00	6.84	1.96	0.37	1.59	138.43	0.00
44.19	0.33	0.00	0.00	0.98	0.47	0.41	138.43	0.00
44.29	0.33	0.00	0.00	0.00	0.20	0.67	138.43	0.00
44.39	0.33	26.39	0.98	0.00	0.29	1.28	138.44	0.00
44.69	0.33	0.00	0.00	0.00	0.20	1.79	138.44	0.00
44.79	0.33	0.00	0.00	29.33	0.17	0.56	138.44	0.00
44.89	0.33	0.00	0.00	0.00	0.27	0.97	138.46	0.00
44.99	0.33	2.93	0.00	0.00	0.29	0.41	138.46	0.00
45.09	0.33	0.00	0.00	0.00	0.41	1.84	138.46	0.00
45.19	0.33	0.00	0.00	0.00	0.33	1.48	138.46	0.00
45.29	0.33	0.00	0.00	22.48	0.12	0.36	138.46	0.00
45.39	0.33	6.84	0.00	0.00	0.21	0.56	138.48	0.00
45.49	0.33	0.98	0.00	0.00	0.30	0.51	138.48	0.00
45.59	0.33	0.00	0.00	0.00	0.12	0.31	138.48	0.00
45.69	0.33	0.00	0.00	0.00	0.37	1.64	138.48	0.00
45.79	0.33	0.00	0.98	26.39	0.41	1.69	138.48	0.00
45.89	0.33	0.00	0.00	0.00	0.12	0.36	138.50	0.00
45.99	0.33	0.00	0.00	0.00	0.23	0.31	138.50	0.00
46.09	0.33	0.00	0.00	4.89	0.30	1.43	138.50	0.00
46.19	0.33	0.00	0.00	0.00	0.33	1.43	138.50	0.00
46.29	0.33	0.00	0.00	0.00	0.35	1.79	138.50	0.00
46.39	29.67	1.96	23.46	0.00	0.21	0.61	140.05	0.00
46.49	29.67	0.00	0.00	0.00	0.09	0.41	140.05	0.00
46.59	29.67	0.00	0.00	0.00	0.24	0.26	140.05	0.00
46.69	29.67	0.00	28.35	1.96	0.29	1.28	140.05	0.00
46.79	29.67	0.00	0.00	0.00	0.00	0.61	140.05	0.00
46.99	215.67	0.00	0.00	0.98	0.23	0.51	151.38	0.00
