sep=	
t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
2.59	425.67	943.30	616.81	981.43	15.44	51.66	111.68	0.00
2.79	425.67	942.33	615.84	998.04	15.09	48.48	111.68	0.00
2.89	425.00	954.06	586.51	964.81	14.94	50.22	134.00	0.00
2.99	425.00	910.07	596.29	968.72	15.21	49.91	134.00	0.00
3.09	425.00	938.42	614.86	957.97	15.12	51.04	134.00	0.00
3.19	425.00	938.42	619.75	972.63	14.91	50.17	134.00	0.00
3.29	425.00	953.08	602.15	988.27	15.08	49.30	134.00	0.00
3.39	425.67	960.90	571.85	963.83	15.20	50.32	156.35	0.00
3.49	425.67	948.19	592.38	978.49	15.14	51.09	156.35	0.00
3.59	425.67	969.70	602.15	970.67	15.35	50.94	156.35	0.00
3.79	425.67	925.71	613.88	963.83	14.89	49.86	156.35	0.00
3.89	425.33	902.25	586.51	984.36	14.85	49.51	178.68	0.00
3.99	425.33	892.47	611.93	968.72	14.91	49.10	178.68	0.00
4.09	425.33	874.88	590.42	969.70	14.83	49.97	178.68	0.00
4.19	425.33	891.50	614.86	972.63	15.49	49.56	178.68	0.00
4.29	425.33	851.42	600.20	963.83	15.30	50.53	178.68	0.00
4.39	425.33	818.18	573.80	999.02	15.14	51.19	201.01	0.00
4.49	425.33	791.79	622.68	954.06	15.49	51.19	201.01	0.00
4.59	425.33	832.84	612.90	975.56	15.09	49.51	201.01	0.00
4.69	425.33	760.51	577.71	967.74	15.44	51.19	201.01	0.00
4.79	425.33	780.06	591.40	988.27	15.24	51.19	201.01	0.00
4.89	425.33	789.83	565.98	982.40	15.38	50.78	223.34	0.00
4.99	425.33	778.10	605.08	967.74	15.06	50.53	223.34	0.00
5.09	425.33	713.59	603.13	969.70	15.20	49.71	223.34	0.00
5.19	425.33	750.73	599.22	999.02	15.14	50.07	223.34	0.00
5.29	425.33	750.73	569.89	969.70	15.32	52.22	223.34	0.00
5.39	425.33	714.57	602.15	981.43	15.06	51.09	245.67	0.00
5.49	425.33	710.65	581.62	987.29	15.09	49.91	245.67	0.00
5.59	425.33	710.65	605.08	974.58	15.06	49.71	245.67	0.00
5.69	425.33	719.45	576.74	996.09	14.97	49.51	245.67	0.00
5.79	425.33	723.36	594.33	977.52	14.95	49.97	245.67	0.00
5.89	425.33	708.70	602.15	977.52	15.02	50.63	268.00	0.00
5.99	425.33	687.19	575.76	977.52	14.70	49.35	268.00	0.00
6.09	425.33	670.58	601.17	977.52	14.71	48.89	268.00	0.00
6.19	425.33	647.12	576.74	961.88	15.32	49.15	268.00	0.00
6.29	425.33	638.32	607.04	984.36	14.97	49.61	268.00	0.00
6.39	425.00	652.00	578.69	980.45	15.21	50.43	290.31	0.00
6.49	425.00	688.17	556.21	984.36	15.56	51.19	290.31	0.00
6.59	425.00	655.91	617.79	1000.00	15.21	50.73	290.31	0.00
6.69	425.00	644.18	587.49	981.43	15.02	49.10	290.31	0.00
6.79	425.00	651.03	580.65	969.70	15.32	50.78	290.31	0.00
6.89	425.67	645.16	601.17	973.61	15.38	51.81	312.66	0.00
6.99	425.67	623.66	620.72	981.43	14.71	49.40	312.66	0.00
7.09	425.67	647.12	591.40	977.52	15.14	49.71	312.66	0.00
7.19	425.67	621.70	546.43	969.70	15.32	51.81	312.66	0.00
7.29	425.67	613.88	593.35	980.45	15.14	50.73	312.66	0.00
7.39	425.33	612.90	617.79	977.52	14.83	50.99	334.98	0.00
7.49	425.33	608.99	587.49	991.20	14.67	49.10	334.98	0.00
7.59	425.33	580.65	589.44	975.56	14.63	49.66	334.98	0.00
7.69	425.33	587.49	585.53	950.15	15.05	50.22	334.98	0.00
7.79	425.33	607.04	611.93	969.70	15.11	49.20	334.98	0.00
7.89	425.67	585.53	594.33	976.54	14.95	50.07	357.33	0.00
7.99	425.67	585.53	617.79	981.43	15.15	50.73	357.33	0.00
8.09	425.67	583.58	581.62	985.34	15.30	50.78	357.33	0.00
8.19	425.67	569.89	578.69	977.52	15.09	50.63	357.33	0.00
8.29	425.67	578.69	581.62	975.56	15.18	50.78	357.33	0.00
8.39	425.33	602.15	565.00	969.70	15.35	51.50	379.66	0.00
8.49	425.33	604.11	594.33	969.70	14.98	50.02	379.66	0.00
8.59	425.33	619.75	606.06	981.43	15.09	51.35	379.66	0.00
8.69	425.33	613.88	616.81	982.40	15.09	50.17	379.66	0.00
8.79	425.33	593.35	601.17	969.70	15.20	50.38	379.66	0.00
8.89	426.00	613.88	587.49	975.56	15.23	50.73	402.03	0.00
8.99	426.00	613.88	599.22	951.12	15.33	51.50	402.03	0.00
9.09	426.00	603.13	601.17	980.45	14.79	49.76	402.03	0.00
9.19	426.00	593.35	573.80	989.25	14.71	50.43	402.03	0.00
9.29	426.00	621.70	613.88	969.70	15.09	50.38	402.03	0.00
9.39	425.67	621.70	603.13	976.54	15.09	49.91	424.37	0.00
9.49	425.67	552.30	580.65	970.67	15.06	49.76	424.37	0.00
9.59	425.67	575.76	590.42	984.36	14.67	49.51	424.37	0.00
9.79	425.67	556.21	592.38	968.72	15.23	50.53	424.37	0.00
9.89	425.33	562.07	586.51	991.20	14.94	50.68	446.70	0.00
9.99	425.33	574.78	558.16	986.31	15.08	50.78	446.70	0.00
10.09	425.33	608.02	598.24	988.27	15.09	49.10	446.70	0.00
10.19	425.33	590.42	610.95	973.61	15.08	51.19	446.70	0.00
10.29	425.33	603.13	612.90	985.34	15.26	51.96	446.70	0.00
10.39	426.00	618.77	608.02	1000.00	15.21	50.53	469.07	0.00
10.49	426.00	601.17	623.66	980.45	15.20	49.71	469.07	0.00
10.59	426.00	585.53	603.13	1000.00	14.83	50.12	469.07	0.00
10.79	426.00	588.47	620.72	968.72	14.98	50.32	469.07	0.00
10.89	426.00	583.58	580.65	970.67	15.03	49.20	491.43	0.00
10.99	426.00	577.71	603.13	995.11	14.91	49.10	491.43	0.00
11.09	426.00	573.80	593.35	954.06	15.32	50.58	491.43	0.00
11.19	426.00	573.80	588.47	977.52	14.86	49.15	491.43	0.00
11.29	426.00	564.03	596.29	975.56	15.09	50.38	491.43	0.00
11.39	426.33	557.18	582.60	997.07	15.14	50.53	513.82	0.00
11.49	426.33	576.74	602.15	954.06	15.15	50.32	513.82	0.00
11.59	426.33	554.25	590.42	969.70	15.09	49.71	513.82	0.00
11.69	426.33	541.54	567.94	982.40	15.27	50.99	513.82	0.00
11.79	426.33	570.87	599.22	982.40	15.32	51.40	513.82	0.00
11.89	425.67	564.03	591.40	957.97	15.32	50.89	536.16	0.00
11.99	425.67	564.03	620.72	961.88	15.14	51.81	536.16	0.00
12.09	425.67	559.14	608.99	965.79	15.32	49.97	536.16	0.00
12.19	425.67	529.81	616.81	988.27	14.98	50.17	536.16	0.00
12.29	425.67	549.36	598.24	967.74	15.26	51.04	536.16	0.00
12.39	426.67	531.77	589.44	976.54	15.05	51.14	558.56	0.00
12.49	426.67	523.95	617.79	976.54	15.08	49.71	558.56	0.00
12.59	426.67	516.13	602.15	985.34	15.05	49.86	558.56	0.00
12.79	426.67	482.89	621.70	980.45	14.60	49.91	558.56	0.00
12.89	426.33	458.46	585.53	957.97	15.20	49.97	580.95	0.00
12.99	426.33	456.50	609.97	992.18	14.60	49.10	580.95	0.00
13.09	426.33	465.30	603.13	992.18	15.21	49.10	580.95	0.00
13.19	426.33	430.11	577.71	981.43	14.80	50.17	580.95	0.00
13.29	426.33	470.19	601.17	976.54	14.85	48.99	580.95	0.00
13.39	426.00	478.98	599.22	994.13	15.09	49.91	603.31	0.00
13.49	426.00	453.57	597.26	988.27	15.12	49.91	603.31	0.00
13.59	426.00	459.43	607.04	949.17	15.21	50.32	603.31	0.00
13.79	426.00	455.52	600.20	996.09	14.97	49.97	603.31	0.00
13.89	426.33	406.65	566.96	972.63	15.08	50.68	625.69	0.00
13.99	426.33	435.97	600.20	984.36	15.08	50.73	625.69	0.00
14.09	426.33	426.20	571.85	991.20	14.83	50.53	625.69	0.00
14.19	426.33	418.38	598.24	969.70	15.26	49.71	625.69	0.00
14.29	426.33	407.62	594.33	955.03	14.70	49.71	625.69	0.00
14.39	426.33	394.92	617.79	963.83	14.89	49.97	648.08	0.00
14.49	426.33	401.76	576.74	969.70	15.41	50.84	648.08	0.00
14.59	426.33	393.94	576.74	953.08	15.12	50.53	648.08	0.00
14.69	426.33	391.98	616.81	981.43	14.74	50.73	648.08	0.00
14.79	426.33	375.37	583.58	987.29	15.08	50.48	648.08	0.00
14.89	426.33	400.78	591.40	969.70	15.43	50.94	670.46	0.00
14.99	426.33	385.14	615.84	992.18	14.85	49.91	670.46	0.00
15.09	426.33	375.37	595.31	984.36	14.95	50.78	670.46	0.00
15.19	426.33	387.10	608.99	993.16	15.05	49.76	670.46	0.00
15.29	426.33	381.23	588.47	981.43	14.83	50.78	670.46	0.00
15.39	425.67	390.03	596.29	982.40	14.95	50.27	692.81	0.00
15.49	425.67	383.19	603.13	984.36	15.09	49.91	692.81	0.00
15.59	425.67	367.55	567.94	984.36	15.05	50.38	692.81	0.00
15.69	425.67	377.32	605.08	968.72	15.20	50.38	692.81	0.00
15.79	425.67	348.00	575.76	992.18	14.97	49.86	692.81	0.00
15.89	425.67	351.91	613.88	969.70	15.12	49.86	715.15	0.00
15.99	425.67	347.02	552.30	980.45	15.33	49.15	715.15	0.00
16.09	425.67	347.02	583.58	971.65	15.38	51.86	715.15	0.00
16.19	425.67	346.04	600.20	969.70	15.37	50.94	715.15	0.00
16.29	425.67	327.47	553.27	972.63	15.15	50.73	715.15	0.00
16.39	425.67	339.20	572.83	984.36	15.21	51.09	737.50	0.00
16.49	425.67	345.06	591.40	969.70	15.02	50.78	737.50	0.00
16.59	425.67	332.36	621.70	984.36	15.33	49.91	737.50	0.00
16.79	425.67	335.29	573.80	969.70	15.23	51.25	737.50	0.00
16.89	425.33	332.36	614.86	951.12	15.26	49.91	759.83	0.00
16.99	425.33	313.78	594.33	953.08	15.21	49.30	759.83	0.00
17.09	425.33	327.47	623.66	973.61	14.97	49.10	759.83	0.00
17.19	425.33	306.94	606.06	984.36	15.21	49.10	759.83	0.00
17.29	425.33	314.76	613.88	970.67	15.12	50.63	759.83	0.00
17.39	425.33	300.10	601.17	976.54	15.35	52.06	782.16	0.00
17.49	425.33	319.65	565.98	965.79	15.35	50.32	782.16	0.00
17.59	425.33	337.24	613.88	989.25	15.26	51.50	782.16	0.00
17.79	425.33	325.51	617.79	973.61	15.08	50.78	782.16	0.00
17.89	425.67	335.29	586.51	977.52	15.56	51.60	804.51	0.00
17.99	425.67	324.54	617.79	1000.00	15.06	50.78	804.51	0.00
18.09	425.67	324.54	631.48	973.61	15.40	50.38	804.51	0.00
18.19	425.67	289.35	582.60	996.09	15.17	49.91	804.51	0.00
18.29	425.67	322.58	607.04	971.65	15.32	51.19	804.51	0.00
18.39	425.33	310.85	598.24	1000.00	14.77	49.91	826.84	0.00
18.49	425.33	288.37	565.98	973.61	15.17	49.56	826.84	0.00
18.59	425.33	297.17	582.60	954.06	14.80	50.02	826.84	0.00
18.79	425.33	285.44	602.15	972.63	15.18	51.55	826.84	0.00
18.89	425.67	302.05	587.49	1000.00	14.98	50.73	849.19	0.00
18.99	425.67	305.96	613.88	980.45	14.97	50.73	849.19	0.00
19.09	425.67	281.52	591.40	976.54	15.20	50.58	849.19	0.00
19.19	425.67	280.55	585.53	960.90	15.50	51.60	849.19	0.00
19.29	425.67	280.55	609.97	961.88	14.85	50.32	849.19	0.00
19.39	425.33	266.86	593.35	976.54	15.09	50.58	871.52	0.00
19.49	425.33	249.27	605.08	998.04	15.08	50.78	871.52	0.00
19.59	425.33	241.45	599.22	968.72	15.17	51.14	871.52	0.00
19.79	425.33	217.99	590.42	981.43	14.83	49.97	871.52	0.00
19.89	425.33	203.32	625.61	977.52	14.70	48.69	893.85	0.00
19.99	425.33	225.81	568.91	970.67	15.14	50.32	893.85	0.00
20.09	425.33	187.68	590.42	984.36	14.95	49.71	893.85	0.00
20.19	425.33	198.44	569.89	954.06	15.33	50.22	893.85	0.00
20.29	425.33	201.37	574.78	977.52	14.95	51.55	893.85	0.00
20.39	425.33	185.73	588.47	954.06	15.32	51.19	916.18	0.00
20.49	425.33	173.02	613.88	990.22	15.21	50.32	916.18	0.00
20.59	425.33	149.56	578.69	991.20	15.18	50.32	916.18	0.00
20.79	425.33	143.70	591.40	984.36	14.85	50.43	916.18	0.00
20.89	425.33	112.41	616.81	969.70	15.08	50.68	938.51	0.00
20.99	425.33	129.03	600.20	970.67	15.23	51.35	938.51	0.00
21.09	425.33	115.35	607.04	971.65	14.83	49.76	938.51	0.00
21.19	425.33	117.30	590.42	968.72	15.02	49.91	938.51	0.00
21.29	425.33	106.55	581.62	968.72	15.03	49.71	938.51	0.00
21.39	425.67	93.84	607.04	984.36	15.21	49.91	960.85	0.00
21.49	425.67	108.50	565.98	983.38	15.46	51.14	960.85	0.00
21.59	425.67	84.07	596.29	968.72	15.30	50.73	960.85	0.00
21.79	425.67	31.28	619.75	978.49	15.23	50.32	960.85	0.00
21.89	425.33	56.70	601.17	983.38	15.44	51.81	983.18	0.00
21.99	425.33	31.28	586.51	977.52	14.83	50.78	983.18	0.00
22.09	425.33	31.28	620.72	973.61	14.92	49.66	983.18	0.00
22.19	425.33	34.21	573.80	980.45	15.03	49.10	983.18	0.00
0.05	425.33	24.44	577.71	969.70	15.44	51.09	983.18	0.00
0.15	426.00	30.30	557.18	983.38	15.08	50.38	983.18	0.00
0.25	426.00	4.89	578.69	980.45	15.09	50.94	983.18	0.00
0.35	426.00	20.53	561.09	969.70	15.38	51.09	983.18	0.00
0.45	426.00	17.60	577.71	988.27	15.15	49.76	983.18	0.00
0.55	426.00	0.00	575.76	981.43	15.08	50.89	983.18	0.00
0.65	425.67	0.00	588.47	985.34	15.09	49.71	983.18	0.00
0.75	425.67	2.93	554.25	979.47	15.56	51.60	983.18	0.00
0.86	425.67	0.98	572.83	986.31	15.05	49.71	983.18	0.00
0.95	425.67	0.00	554.25	969.70	14.95	50.78	983.18	0.00
1.05	425.67	0.98	585.53	969.70	14.85	49.51	983.18	0.00
1.15	425.67	2.93	591.40	996.09	15.02	50.53	983.18	0.00
1.25	425.67	10.75	563.05	1000.00	15.06	49.56	983.18	0.00
1.36	425.67	6.84	559.14	982.40	15.00	49.71	983.18	0.00
1.46	425.67	0.00	577.71	969.70	15.23	50.02	983.18	0.00
1.55	425.67	0.00	597.26	969.70	14.95	49.35	983.18	0.00
1.65	425.33	14.66	573.80	969.70	15.14	49.97	983.18	0.00
1.75	425.33	14.66	577.71	993.16	15.08	51.60	983.18	0.00
1.86	425.33	7.82	584.56	968.72	15.09	50.32	983.18	0.00
1.96	425.33	0.00	572.83	971.65	15.47	51.55	983.18	0.00
2.06	425.33	14.66	579.67	983.38	14.95	51.35	983.18	0.00
2.16	425.33	7.82	576.74	992.18	14.97	50.12	983.18	0.00
2.26	425.33	0.00	557.18	972.63	15.21	50.99	983.18	0.00
2.36	425.33	0.00	585.53	973.61	15.32	50.78	983.18	0.00
2.46	425.33	14.66	543.50	968.72	15.11	50.73	983.18	0.00
2.56	425.33	0.00	576.74	965.79	15.12	49.91	983.18	0.00
2.66	425.67	0.00	576.74	969.70	15.32	50.58	983.18	0.00
2.76	425.67	0.00	577.71	981.43	14.67	50.53	983.18	0.00
2.86	425.67	2.93	552.30	988.27	15.27	50.73	983.18	0.00
2.96	425.67	0.00	598.24	968.72	15.09	49.91	983.18	0.00
0.03	425.67	0.00	574.78	980.45	15.20	49.97	983.18	0.00
0.13	425.33	0.00	582.60	969.70	14.88	49.51	983.18	0.00
0.23	425.33	0.98	574.78	981.43	14.85	50.17	983.18	0.00
0.33	425.33	14.66	542.52	975.56	15.52	50.58	983.18	0.00
0.43	425.33	25.42	567.94	986.31	15.32	52.01	983.18	0.00
0.53	425.33	0.98	605.08	973.61	14.95	50.78	983.18	0.00
0.63	425.67	30.30	551.32	973.61	15.29	49.97	983.18	0.00
0.73	425.67	0.00	572.83	995.11	15.32	50.12	983.18	0.00
0.83	425.67	0.00	620.72	959.92	15.50	50.02	983.18	0.00
0.93	425.67	0.98	586.51	967.74	15.20	49.76	983.18	0.00
1.03	425.67	0.98	560.12	981.43	15.08	49.97	983.18	0.00
1.13	425.33	0.00	574.78	984.36	14.97	49.91	983.18	0.00
1.23	425.33	0.00	609.97	963.83	15.03	49.10	983.18	0.00
1.33	425.33	0.00	606.06	979.47	14.80	49.76	983.18	0.00
1.43	425.33	30.30	556.21	963.83	14.92	50.43	983.18	0.00
1.53	425.33	0.00	606.06	993.16	14.83	49.51	983.18	0.00
1.63	425.67	0.00	592.38	962.85	15.03	50.02	983.18	0.00
1.73	425.67	0.00	560.12	969.70	15.08	49.97	983.18	0.00
1.83	425.67	0.00	564.03	1000.00	14.80	49.61	983.18	0.00
1.93	425.67	1.96	578.69	969.70	15.09	48.74	983.18	0.00
2.03	425.67	0.00	565.00	993.16	15.08	50.48	983.18	0.00
2.13	425.33	23.46	580.65	968.72	15.21	50.22	983.18	0.00
2.23	425.33	3.91	559.14	992.18	15.02	50.17	983.18	0.00
2.33	425.33	17.60	568.91	968.72	15.21	50.68	983.18	0.00
2.43	425.33	0.00	625.61	969.70	15.00	50.17	983.18	0.00
2.53	425.33	9.78	589.44	1000.00	15.09	50.02	983.18	0.00
2.63	425.33	15.64	609.97	969.70	15.08	50.84	983.18	0.00
2.73	425.33	0.00	606.06	968.72	15.21	49.66	983.18	0.00
2.83	425.33	0.00	612.90	970.67	15.09	49.91	983.18	0.00
2.93	425.33	6.84	552.30	980.45	15.09	50.27	983.18	0.00
0.00	425.33	3.91	617.79	973.61	15.09	50.73	983.18	0.00
0.10	425.00	0.00	615.84	973.61	14.91	49.10	983.18	0.00
0.20	425.00	0.00	596.29	977.52	14.83	49.71	983.18	0.00
0.30	425.00	3.91	575.76	954.06	14.88	49.97	983.18	0.00
0.40	425.00	0.00	610.95	974.58	14.88	48.99	983.18	0.00
0.50	425.00	12.71	574.78	979.47	15.32	50.99	983.18	0.00
0.60	425.00	0.00	578.69	960.90	15.41	50.99	983.18	0.00
0.70	425.00	5.87	553.27	960.90	15.15	51.35	983.18	0.00
0.80	425.00	1.96	569.89	985.34	15.09	51.04	983.18	0.00
0.90	425.00	10.75	550.34	976.54	15.21	51.14	983.18	0.00
1.00	425.00	0.00	579.67	969.70	15.44	52.01	983.18	0.00
1.10	425.00	27.37	565.00	956.99	15.56	52.17	983.18	0.00
1.20	425.00	3.91	592.38	960.90	15.18	49.51	983.18	0.00
1.30	425.00	7.82	552.30	981.43	15.14	51.45	983.18	0.00
1.40	425.00	2.93	579.67	973.61	15.37	51.55	983.18	0.00
1.50	425.00	0.00	588.47	979.47	14.97	50.73	983.18	0.00
1.60	425.00	13.69	558.16	961.88	14.98	49.91	983.18	0.00
1.70	425.00	4.89	596.29	967.74	15.02	49.97	983.18	0.00
1.80	425.00	22.48	593.35	977.52	14.95	49.20	983.18	0.00
1.90	425.00	0.00	575.76	989.25	14.83	50.48	983.18	0.00
2.00	425.00	0.00	616.81	961.88	14.88	49.35	983.18	0.00
2.10	425.33	2.93	581.62	969.70	14.71	49.15	983.18	0.00
2.20	425.33	0.00	578.69	1000.00	15.03	49.25	983.18	0.00
2.30	425.33	0.00	567.94	992.18	14.88	49.30	983.18	0.00
2.40	425.33	0.00	605.08	973.61	15.02	49.25	983.18	0.00
2.50	425.33	0.00	574.78	998.04	14.79	49.91	983.18	0.00
2.60	425.67	0.98	597.26	981.43	14.88	49.45	983.18	0.00
2.70	425.67	29.33	573.80	969.70	15.29	50.78	983.18	0.00
2.80	425.67	0.98	583.58	973.61	15.08	50.99	983.18	0.00
2.90	425.67	6.84	605.08	977.52	15.03	49.91	983.18	0.00
0.10	427.67	6.84	568.91	1000.00	15.18	50.99	983.18	0.00
0.19	427.67	21.51	556.21	984.36	14.91	50.58	983.18	0.00
0.29	427.67	0.00	556.21	981.43	15.08	51.66	983.18	0.00
0.40	427.67	6.84	568.91	977.52	15.27	50.73	983.18	0.00
0.50	427.33	0.00	550.34	982.40	15.32	51.19	983.18	0.00
0.60	427.33	0.98	553.27	969.70	14.97	50.73	983.18	0.00
0.70	427.33	6.84	578.69	978.49	15.26	50.27	983.18	0.00
0.80	427.33	7.82	577.71	971.65	15.20	50.78	983.18	0.00
0.90	427.33	0.00	602.15	992.18	14.60	49.10	983.18	0.00
1.00	427.67	14.66	585.53	969.70	15.20	49.61	983.18	0.00
1.10	427.67	0.00	609.97	994.13	15.09	50.32	983.18	0.00
1.20	427.67	14.66	567.94	961.88	15.02	49.97	983.18	0.00
1.29	427.67	3.91	582.60	972.63	15.20	51.60	983.18	0.00
1.39	427.67	20.53	582.60	968.72	15.09	49.10	983.18	0.00
1.50	427.33	0.00	596.29	987.29	15.32	51.96	983.18	0.00
1.60	427.33	6.84	572.83	969.70	15.08	50.78	983.18	0.00
1.70	427.33	6.84	590.42	978.49	15.12	50.53	983.18	0.00
1.79	427.33	0.00	580.65	976.54	15.17	50.12	983.18	0.00
1.90	427.33	10.75	602.15	972.63	15.32	50.99	983.18	0.00
2.00	428.00	14.66	577.71	977.52	15.08	50.78	983.18	0.00
2.10	428.00	13.69	590.42	969.70	15.20	49.97	983.18	0.00
2.20	428.00	21.51	578.69	983.38	14.71	50.07	983.18	0.00
2.30	428.00	6.84	617.79	977.52	14.97	49.56	983.18	0.00
2.40	428.00	0.98	565.98	981.43	15.08	51.09	983.18	0.00
2.50	427.33	30.30	577.71	969.70	14.98	50.73	983.18	0.00
2.60	427.33	2.93	587.49	973.61	14.95	49.45	983.18	0.00
2.70	427.33	7.82	604.11	978.49	15.21	50.32	983.18	0.00
2.80	427.33	6.84	584.56	992.18	15.08	50.38	983.18	0.00
2.90	425.67	0.00	573.80	982.40	14.91	50.78	983.18	0.00
3.00	425.67	3.91	592.38	976.54	15.32	50.78	983.18	0.00
3.10	425.67	6.84	596.29	976.54	15.21	49.91	983.18	0.00
3.20	425.67	10.75	571.85	1000.00	15.00	50.07	983.18	0.00
3.30	425.67	25.42	614.86	960.90	15.06	50.78	983.18	0.00
3.40	426.33	0.00	593.35	976.54	15.18	49.91	983.18	0.00
3.50	426.33	15.64	615.84	969.70	14.95	49.51	983.18	0.00
3.60	426.33	10.75	570.87	984.36	14.89	49.86	983.18	0.00
