sep=	
t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
3.50	252.33	14.66	2.93	1.96	0.05	1.64	0.00	0.00
3.60	252.33	0.00	0.00	6.84	0.00	0.77	0.00	0.00
3.70	265.00	0.00	13.69	6.84	0.35	1.18	0.00	0.00
3.80	265.00	5.87	0.00	35.19	0.08	0.31	0.00	0.00
3.90	265.00	7.82	0.00	0.00	0.17	0.51	0.00	0.00
4.00	265.00	0.98	0.00	3.91	0.17	1.02	0.00	0.00
4.10	265.00	0.00	18.57	0.00	0.49	0.00	0.00	0.00
4.20	285.33	0.00	14.66	0.00	0.41	0.97	0.00	0.00
4.30	285.33	12.71	0.00	41.06	0.00	1.18	0.00	0.00
4.40	285.33	23.46	0.00	29.33	0.11	2.00	0.00	0.00
4.50	285.33	0.00	8.80	1.96	0.38	1.43	0.00	0.00
4.60	285.33	15.64	0.00	0.00	0.24	0.82	0.00	0.00
4.70	310.00	0.00	11.73	0.00	0.05	0.31	0.00	0.00
4.80	310.00	2.93	0.00	12.71	0.14	0.97	0.00	0.00
4.90	310.00	14.66	0.00	0.00	0.00	0.82	0.00	0.00
5.00	310.00	0.00	20.53	0.00	0.23	0.36	0.00	0.00
5.10	310.00	8.80	31.28	0.00	0.23	0.00	0.00	0.00
5.20	339.67	6.84	15.64	2.93	0.00	0.15	0.00	0.00
5.30	339.67	0.00	10.75	2.93	0.12	1.18	0.00	0.00
5.40	339.67	39.10	30.30	0.00	0.14	0.00	0.00	0.00
5.50	339.67	7.82	6.84	0.00	0.33	0.20	0.00	0.00
5.60	339.67	0.00	0.00	12.71	0.35	0.82	0.00	0.00
5.70	372.67	0.00	15.64	13.69	0.21	1.59	0.00	0.00
5.80	372.67	0.00	5.87	0.00	0.30	0.77	0.00	0.00
5.90	372.67	12.71	0.00	2.93	0.30	0.20	0.00	0.00
6.10	372.67	15.64	6.84	0.00	0.43	0.36	0.00	0.00
6.20	397.33	6.84	0.00	22.48	0.38	0.20	0.00	0.00
6.30	397.33	0.00	11.73	1.96	0.06	0.87	0.00	0.00
6.40	397.33	11.73	0.00	0.00	0.12	0.05	0.00	0.00
6.50	397.33	3.91	0.00	0.00	0.53	0.20	0.00	0.00
6.60	397.33	6.84	0.00	0.00	0.00	0.56	0.00	0.00
6.70	418.00	1.96	30.30	10.75	0.23	1.64	0.00	0.00
6.80	418.00	0.00	0.00	22.48	0.00	0.77	0.00	0.00
6.90	418.00	10.75	4.89	0.00	0.20	1.38	0.00	0.00
7.00	418.00	0.00	8.80	0.00	0.03	0.82	0.00	0.00
7.10	418.00	1.96	0.98	2.93	0.24	0.05	0.00	0.00
7.20	433.67	0.00	0.00	10.75	0.00	0.00	0.00	0.00
7.30	433.67	0.00	7.82	0.00	0.24	0.77	0.00	0.00
7.40	433.67	2.93	0.00	29.33	0.05	0.61	0.00	0.00
7.50	433.67	3.91	13.69	0.00	0.21	0.82	0.00	0.00
7.60	433.67	11.73	13.69	6.84	0.00	0.15	0.00	0.00
7.70	458.00	0.00	14.66	4.89	0.18	0.00	0.00	0.00
7.80	458.00	0.00	0.00	3.91	0.27	1.18	0.00	0.00
7.90	458.00	2.93	0.00	0.00	0.27	1.48	0.00	0.00
8.10	458.00	6.84	6.84	0.00	0.29	0.41	0.00	0.00
8.20	478.67	15.64	0.98	6.84	0.00	0.56	0.00	0.00
8.30	478.67	3.91	0.00	7.82	0.23	0.20	0.00	0.00
8.40	478.67	6.84	0.00	21.51	0.06	0.51	0.00	0.00
8.50	478.67	7.82	1.96	23.46	0.35	0.82	0.00	0.00
8.60	478.67	0.00	15.64	0.00	0.23	0.82	0.00	0.00
8.70	502.67	0.98	15.64	0.00	0.23	0.82	0.00	0.00
8.80	502.67	0.00	15.64	7.82	0.21	0.20	0.00	0.00
8.90	502.67	0.00	6.84	0.00	0.35	1.89	0.00	0.00
9.00	502.67	2.93	0.00	7.82	0.24	1.18	0.00	0.00
9.10	502.67	0.00	0.00	30.30	0.05	1.84	0.00	0.00
0.07	538.33	0.00	0.00	0.00	0.06	0.77	0.00	0.00
0.17	538.33	7.82	0.00	0.00	0.23	0.67	0.00	0.00
0.27	538.33	11.73	6.84	0.98	0.23	0.10	0.00	0.00
0.37	538.33	9.78	1.96	3.91	0.00	0.00	0.00	0.00
0.47	538.33	0.00	29.33	0.00	0.11	0.77	0.00	0.00
0.57	575.33	3.91	23.46	0.00	0.02	0.72	0.00	0.00
0.67	575.33	6.84	0.00	6.84	0.00	0.15	0.00	0.00
0.77	575.33	0.00	14.66	0.00	0.17	0.61	0.00	0.00
0.87	575.33	5.87	2.93	0.00	0.24	0.56	0.00	0.00
0.97	575.33	0.00	13.69	4.89	0.21	0.41	0.00	0.00
1.07	609.67	0.00	0.00	14.66	0.47	0.36	0.00	0.00
1.17	609.67	2.93	0.00	30.30	0.09	1.59	0.00	0.00
1.27	609.67	0.00	0.00	6.84	0.15	1.08	0.00	0.00
1.37	609.67	5.87	0.00	21.51	0.15	0.00	0.00	0.00
1.47	609.67	22.48	0.00	0.00	0.23	0.00	0.00	0.00
1.57	631.00	0.00	0.00	6.84	0.00	0.00	0.00	0.00
1.67	631.00	4.89	0.00	14.66	0.29	1.18	0.00	0.00
1.77	631.00	39.10	0.00	0.00	0.23	0.82	0.00	0.00
1.87	631.00	18.57	19.55	3.91	0.11	1.08	0.00	0.00
1.97	631.00	14.66	0.00	14.66	0.47	1.02	0.00	0.00
2.07	651.00	30.30	0.00	0.00	0.26	0.92	0.00	0.00
2.17	651.00	3.91	14.66	0.00	0.29	0.82	0.00	0.00
2.27	651.00	7.82	9.78	0.00	0.35	0.82	0.00	0.00
2.37	651.00	0.00	14.66	0.00	0.26	1.43	0.00	0.00
2.47	651.00	0.00	23.46	6.84	0.24	0.77	0.00	0.00
2.57	663.67	0.98	0.00	18.57	0.47	1.59	0.00	0.00
2.67	663.67	10.75	0.00	15.64	0.23	2.66	0.00	0.00
2.77	663.67	6.84	0.00	7.82	0.00	1.38	0.00	0.00
2.87	663.67	14.66	0.00	0.00	0.08	0.36	0.00	0.00
2.97	663.67	0.00	0.00	29.33	0.00	0.00	0.00	0.00
3.07	665.00	0.00	6.84	0.00	0.09	0.61	0.00	0.00
3.17	665.00	11.73	0.00	0.00	0.14	1.38	0.00	0.00
3.27	665.00	6.84	0.00	6.84	0.00	0.46	0.00	0.00
3.37	665.00	14.66	0.00	12.71	0.05	0.00	0.00	0.00
3.47	665.00	7.82	4.89	0.00	0.43	0.41	0.00	0.00
3.57	665.33	1.96	4.89	1.96	0.11	2.35	0.00	0.00
3.67	665.33	33.24	0.00	15.64	0.14	0.20	0.00	0.00
3.77	665.33	9.78	14.66	7.82	0.14	0.00	0.00	0.00
3.97	665.33	0.00	14.66	0.00	0.32	0.56	0.00	0.00
4.07	665.00	11.73	0.00	14.66	0.12	0.77	0.00	0.00
4.17	665.00	0.98	0.00	14.66	0.00	0.00	0.00	0.00
4.27	665.00	0.98	13.69	0.98	0.29	1.64	0.00	0.00
4.37	665.00	0.00	1.96	0.00	0.47	1.48	0.00	0.00
4.47	665.00	0.00	0.00	0.00	0.30	0.41	0.00	0.00
4.57	665.33	6.84	26.39	0.00	0.15	0.20	0.00	0.00
4.67	665.33	4.89	0.00	0.98	0.30	1.59	0.00	0.00
4.77	665.33	34.21	0.00	14.66	0.35	0.82	0.00	0.00
4.97	665.33	3.91	3.91	1.96	0.08	1.64	0.00	0.00
5.07	665.33	12.71	0.00	6.84	0.00	0.77	0.00	0.00
5.17	665.33	0.00	6.84	25.42	0.23	0.82	0.00	0.00
5.27	665.33	3.91	1.96	2.93	0.47	1.69	0.00	0.00
5.37	665.33	9.78	0.00	0.00	0.00	0.77	0.00	0.00
5.47	665.33	2.93	1.96	0.00	0.30	1.18	0.00	0.00
5.57	665.33	12.71	23.46	1.96	0.02	0.10	0.00	0.00
5.67	665.33	14.66	0.00	2.93	0.00	0.05	0.00	0.00
5.77	665.33	0.00	12.71	0.00	0.15	1.18	0.00	0.00
5.87	665.33	2.93	5.87	0.00	0.29	0.00	0.00	0.00
5.97	665.33	3.91	11.73	10.75	0.24	0.67	0.00	0.00
6.07	665.67	3.91	2.93	6.84	0.40	0.61	0.00	0.00
6.17	665.67	0.00	6.84	0.00	0.17	1.54	0.00	0.00
6.27	665.67	13.69	0.00	0.00	0.00	0.00	0.00	0.00
6.37	665.67	12.71	4.89	6.84	0.08	0.97	0.00	0.00
6.47	665.67	14.66	0.00	0.00	0.12	0.56	0.00	0.00
6.57	665.67	2.93	0.00	10.75	0.47	0.61	0.00	0.00
6.67	665.67	10.75	0.00	0.00	0.32	0.92	0.00	0.00
6.77	665.67	0.00	0.00	14.66	0.17	2.15	0.00	0.00
6.87	665.67	7.82	2.93	0.98	0.47	1.64	0.00	0.00
6.97	665.67	0.00	7.82	1.96	0.09	0.82	0.00	0.00
7.07	665.67	2.93	14.66	0.00	0.59	1.18	0.00	0.00
7.17	665.67	0.00	6.84	2.93	0.24	0.00	0.00	0.00
7.27	665.67	3.91	0.00	6.84	0.37	1.59	0.00	0.00
7.37	665.67	0.00	15.64	2.93	0.41	1.59	0.00	0.00
7.47	665.67	0.98	0.00	38.12	0.35	0.41	0.00	0.00
7.57	665.67	0.00	0.00	0.00	0.44	0.82	0.00	0.00
7.67	665.67	6.84	3.91	0.00	0.24	1.59	0.00	0.00
7.77	665.67	14.66	0.00	14.66	0.00	1.43	0.00	0.00
7.87	665.67	0.00	11.73	0.00	0.47	1.33	0.00	0.00
7.97	665.67	10.75	0.00	22.48	0.12	1.59	0.00	0.00
8.07	665.33	2.93	7.82	2.93	0.00	1.18	0.00	0.00
8.17	665.33	0.00	17.60	7.82	0.02	0.05	0.00	0.00
8.27	665.33	38.12	6.84	0.00	0.08	0.00	0.00	0.00
8.37	665.33	88.95	7.82	0.00	0.20	2.05	0.00	0.00
8.47	665.33	129.03	15.64	0.00	0.11	0.10	0.00	0.00
8.57	665.00	192.57	0.00	8.80	0.30	0.51	0.00	0.00
8.67	665.00	255.13	0.00	0.00	0.11	0.05	0.00	0.00
8.77	665.00	267.84	14.66	0.00	0.27	0.82	0.00	0.00
8.97	665.00	323.56	10.75	0.00	0.49	0.00	0.00	0.00
9.07	665.00	346.04	3.91	0.00	0.20	1.23	0.00	0.00
9.17	665.00	325.51	4.89	7.82	0.02	1.23	0.00	0.00
9.27	665.00	369.50	1.96	0.00	0.43	1.13	0.00	0.00
9.37	665.00	380.25	0.00	12.71	0.11	1.23	0.00	0.00
9.47	665.00	390.03	0.00	0.00	0.12	1.33	0.00	0.00
9.57	664.67	391.98	0.98	0.00	0.24	0.87	0.00	0.00
9.67	664.67	385.14	30.30	0.00	0.68	0.20	0.00	0.00
9.77	664.67	386.12	2.93	0.00	0.11	1.18	0.00	0.00
9.97	664.67	388.07	0.00	2.93	0.17	1.18	0.00	0.00
10.07	664.67	398.83	6.84	4.89	0.24	0.77	0.00	0.00
10.17	664.67	419.35	3.91	2.93	0.00	1.48	0.00	0.00
10.27	664.67	456.50	0.00	0.00	0.32	0.97	0.00	0.00
10.37	664.67	468.23	14.66	0.00	0.35	0.20	0.00	0.00
10.47	664.67	455.52	4.89	0.00	0.06	1.23	0.00	0.00
10.57	665.00	496.58	11.73	0.98	0.09	0.00	0.00	0.00
10.67	665.00	466.28	30.30	0.00	0.12	0.00	0.00	0.00
10.77	665.00	480.94	12.71	0.00	0.00	0.00	0.00	0.00
10.87	665.00	470.19	0.00	0.00	0.43	0.61	0.00	0.00
10.97	665.00	517.11	0.00	0.00	0.03	0.82	0.00	0.00
11.07	665.33	523.95	0.98	0.00	0.18	0.61	0.00	0.00
11.17	665.33	532.75	14.66	0.00	0.59	0.82	0.00	0.00
11.27	665.33	511.24	14.66	5.87	0.40	1.84	0.00	0.00
11.37	665.33	556.21	0.00	14.66	0.00	1.59	0.00	0.00
11.47	665.33	568.91	0.00	8.80	0.12	1.38	0.00	0.00
0.03	665.33	558.16	6.84	0.00	0.30	0.87	0.00	0.00
0.13	665.33	602.15	2.93	4.89	0.00	0.77	0.00	0.00
0.23	665.33	578.69	0.00	14.66	0.24	0.77	0.00	0.00
0.33	665.33	578.69	0.98	10.75	0.23	0.00	0.00	0.00
0.43	665.33	579.67	0.00	0.00	0.24	0.36	0.00	0.00
0.53	665.00	613.88	0.00	0.00	0.00	0.00	0.00	0.00
0.63	665.00	617.79	0.00	0.00	0.23	0.00	0.00	0.00
0.73	665.00	606.06	10.75	0.00	0.24	0.00	0.00	0.00
0.83	665.00	588.47	2.93	0.00	0.24	0.36	0.00	0.00
0.93	665.00	551.32	0.00	4.89	0.21	0.00	0.00	0.00
1.03	666.00	560.12	15.64	0.00	0.17	0.87	0.00	0.00
1.13	666.00	578.69	0.00	1.96	0.14	0.41	0.00	0.00
1.23	666.00	584.56	0.00	0.00	0.43	1.33	0.00	0.00
1.33	666.00	558.16	0.00	0.00	0.24	0.77	0.00	0.00
1.43	666.00	548.39	6.84	0.00	0.09	0.46	0.00	0.00
1.53	666.33	571.85	0.00	22.48	0.24	0.15	0.00	0.00
1.63	666.33	588.47	13.69	0.00	0.47	0.77	0.00	0.00
1.73	666.33	578.69	0.00	0.00	0.49	0.56	0.00	0.00
1.83	666.33	585.53	0.00	0.00	0.06	0.36	0.00	0.00
1.93	666.33	572.83	2.93	0.00	0.47	0.92	0.00	0.00
2.03	665.67	573.80	2.93	0.00	0.47	0.36	0.00	0.00
2.13	665.67	588.47	1.96	8.80	0.11	1.59	0.00	0.00
2.23	665.67	637.34	1.96	0.00	0.11	0.82	0.00	0.00
2.43	665.67	765.40	3.91	0.00	0.55	0.67	0.00	0.00
2.53	665.67	788.86	0.00	7.82	0.15	0.82	0.00	0.00
2.63	665.67	826.00	0.98	0.00	0.02	1.18	0.00	0.00
2.73	665.67	839.69	3.91	14.66	0.05	1.13	0.00	0.00
2.83	665.67	835.78	0.00	7.82	0.30	0.92	0.00	0.00
2.93	665.67	851.42	2.93	2.93	0.23	1.18	0.00	0.00
3.03	665.67	870.97	4.89	11.73	0.23	1.18	0.00	0.00
3.13	665.67	915.93	18.57	2.93	0.27	0.97	0.00	0.00
3.23	665.67	906.16	8.80	0.00	0.18	1.38	0.00	0.00
3.43	665.67	914.96	0.00	26.39	0.02	0.00	0.00	0.00
3.53	666.00	907.14	0.00	0.00	0.24	0.15	0.00	0.00
3.63	666.00	859.24	14.66	0.00	0.30	0.46	0.00	0.00
3.73	666.00	843.60	0.00	0.00	0.12	0.00	0.00	0.00
3.83	666.00	863.15	0.00	3.91	0.20	0.05	0.00	0.00
3.93	666.00	863.15	2.93	2.93	0.21	0.36	0.00	0.00
4.03	666.33	854.35	0.00	14.66	0.43	0.77	0.00	0.00
4.13	666.33	851.42	3.91	0.98	0.23	0.46	0.00	0.00
4.23	666.33	907.14	6.84	0.00	0.00	0.00	0.00	0.00
4.33	666.33	898.34	2.93	0.00	0.65	0.00	0.00	0.00
4.43	666.33	891.50	0.00	0.00	0.11	1.18	0.00	0.00
4.53	666.00	885.63	14.66	0.00	0.06	0.15	0.00	0.00
4.63	666.00	899.32	15.64	2.93	0.32	0.82	0.00	0.00
4.73	666.00	903.23	0.00	0.00	0.37	0.36	0.00	0.00
4.83	666.00	900.29	14.66	0.00	0.12	1.28	0.00	0.00
4.93	666.00	880.74	0.98	7.82	0.00	0.41	0.00	0.00
5.03	666.00	874.88	30.30	0.00	0.43	0.77	0.00	0.00
5.13	666.00	906.16	0.98	9.78	0.23	1.64	0.00	0.00
5.23	666.00	938.42	15.64	6.84	0.06	1.43	0.00	0.00
5.43	666.00	890.52	0.00	7.82	0.24	0.77	0.00	0.00
5.53	665.67	859.24	2.93	0.00	0.47	0.87	0.00	0.00
5.63	665.67	882.70	0.00	9.78	0.29	0.72	0.00	0.00
5.73	665.67	938.42	11.73	0.00	0.26	1.48	0.00	0.00
5.83	665.67	934.51	2.93	0.00	0.35	1.64	0.00	0.00
5.93	665.67	906.16	0.98	1.96	0.12	0.56	0.00	0.00
6.03	666.00	866.08	5.87	0.00	0.24	0.00	0.00	0.00
6.13	666.00	861.19	0.00	0.00	0.40	0.41	0.00	0.00
6.23	666.00	870.97	2.93	0.00	0.12	0.36	0.00	0.00
6.33	666.00	858.26	7.82	9.78	0.26	0.26	0.00	0.00
6.43	666.00	876.83	0.00	1.96	0.09	0.00	0.00	0.00
6.53	665.67	891.50	0.98	6.84	0.08	0.46	0.00	0.00
6.63	665.67	889.54	0.00	4.89	0.23	1.02	0.00	0.00
6.73	665.67	875.86	0.00	0.00	0.14	0.00	0.00	0.00
6.83	665.67	890.52	53.76	0.00	0.18	1.18	0.00	0.00
6.93	665.67	867.06	78.20	0.00	0.23	0.10	0.00	0.00
7.03	664.67	891.50	107.53	2.93	0.00	0.00	0.00	0.00
7.13	664.67	901.27	119.26	4.89	0.18	0.41	0.00	0.00
7.23	664.67	855.33	151.52	0.00	0.06	1.18	0.00	0.00
7.33	664.67	873.90	161.29	0.00	0.29	0.51	0.00	0.00
7.43	664.67	891.50	179.86	20.53	0.00	1.23	0.00	0.00
7.53	664.67	883.68	203.32	14.66	0.30	0.36	0.00	0.00
7.63	664.67	922.78	247.31	7.82	0.11	0.82	0.00	0.00
7.73	664.67	936.46	259.04	14.66	0.00	0.36	0.00	0.00
7.83	664.67	942.33	291.30	3.91	0.49	1.18	0.00	0.00
7.93	664.67	913.98	323.56	22.48	0.00	0.97	0.00	0.00
8.03	665.67	930.60	316.72	6.84	0.20	0.72	0.00	0.00
8.13	665.67	922.78	372.43	0.00	0.26	2.35	0.00	0.00
8.23	665.67	907.14	368.52	0.00	0.23	1.59	0.00	0.00
8.33	665.67	853.37	380.25	0.00	0.47	1.43	0.00	0.00
8.43	665.67	899.32	413.49	0.00	0.29	1.02	0.00	0.00
8.53	665.67	899.32	422.29	6.84	0.26	0.97	0.00	0.00
8.63	665.67	907.14	458.46	0.00	0.37	0.20	0.00	0.00
8.73	665.67	936.46	476.05	18.57	0.21	1.38	0.00	0.00
8.83	665.67	928.64	481.92	15.64	0.02	0.67	0.00	0.00
8.93	665.67	890.52	521.99	8.80	0.05	0.82	0.00	0.00
0.10	665.33	914.96	524.93	0.00	0.30	0.10	0.00	0.00
0.19	665.33	932.55	521.02	14.66	0.00	0.00	0.00	0.00
0.29	665.33	928.64	543.50	0.00	0.47	0.00	0.00	0.00
0.50	665.33	945.26	557.18	6.84	0.06	1.64	0.00	0.00
0.60	665.67	938.42	565.00	25.42	0.41	0.20	0.00	0.00
0.70	665.67	937.44	588.47	0.00	0.58	0.41	0.00	0.00
0.80	665.67	946.24	587.49	18.57	0.00	0.00	0.00	0.00
0.90	665.67	952.10	573.80	6.84	0.00	1.23	0.00	0.00
1.00	665.67	966.76	590.42	6.84	0.05	0.00	0.00	0.00
1.10	665.67	955.03	578.69	3.91	0.11	0.41	0.00	0.00
1.20	665.67	947.21	609.97	13.69	0.00	0.72	0.00	0.00
1.29	665.67	946.24	602.15	19.55	0.00	0.36	0.00	0.00
1.50	665.67	964.81	627.57	15.64	0.23	0.51	0.00	0.00
1.60	666.00	961.88	608.02	19.55	0.20	0.20	0.00	0.00
1.70	666.00	950.15	601.17	5.87	0.24	0.36	0.00	0.00
1.79	666.00	945.26	618.77	0.00	0.47	1.02	0.00	0.00
1.90	666.00	960.90	617.79	6.84	0.24	0.77	0.00	0.00
2.00	666.00	950.15	556.21	14.66	0.12	0.77	0.00	0.00
2.10	665.67	922.78	616.81	1.96	0.00	1.02	0.00	0.00
2.20	665.67	906.16	616.81	0.00	0.12	1.18	0.00	0.00
2.30	665.67	938.42	575.76	0.00	0.35	0.41	0.00	0.00
2.40	665.67	956.99	619.75	0.00	0.24	0.41	0.00	0.00
2.50	665.67	956.99	616.81	0.00	0.49	1.18	0.00	0.00
2.60	665.67	953.08	602.15	0.98	0.17	1.23	0.00	0.00
2.70	665.67	948.19	574.78	11.73	0.00	0.36	0.00	0.00
2.80	665.67	941.35	585.53	10.75	0.24	1.48	0.00	0.00
2.90	665.67	938.42	598.24	0.00	0.35	1.59	0.00	0.00
3.00	665.67	930.60	611.93	0.00	0.30	0.92	0.00	0.00
3.10	665.67	884.65	600.20	7.82	0.17	1.64	0.00	0.00
3.20	665.67	939.39	619.75	30.30	0.14	0.97	0.00	0.00
3.30	665.67	869.99	562.07	0.98	0.47	1.54	0.00	0.00
3.40	665.67	899.32	577.71	0.00	0.47	1.18	0.00	0.00
3.50	665.67	903.23	608.02	0.00	0.05	1.64	0.00	0.00
3.60	658.33	884.65	572.83	6.84	0.12	0.15	0.00	0.00
3.70	658.33	893.45	590.42	0.00	0.00	0.61	0.00	0.00
3.80	658.33	939.39	583.58	6.84	0.18	0.05	0.00	0.00
3.90	658.33	946.24	594.33	38.12	0.00	0.00	0.00	0.00
4.00	658.33	906.16	588.47	1.96	0.00	0.00	0.00	0.00
4.09	633.67	909.09	565.00	27.37	0.05	0.15	0.00	0.00
4.20	633.67	953.08	619.75	6.84	0.24	0.15	0.00	0.00
4.30	633.67	954.06	580.65	12.71	0.21	0.51	0.00	0.00
4.40	633.67	949.17	618.77	6.84	0.00	1.02	0.00	0.00
4.50	633.67	946.24	593.35	15.64	0.05	0.46	0.00	0.00
4.59	599.33	937.44	618.77	15.64	0.37	1.23	0.00	0.00
4.70	599.33	937.44	619.75	26.39	0.17	0.00	0.00	0.00
4.80	599.33	954.06	606.06	9.78	0.12	0.15	0.00	0.00
4.90	599.33	898.34	583.58	7.82	0.23	0.41	0.00	0.00
5.00	599.33	938.42	579.67	10.75	0.24	0.00	0.00	0.00
5.09	559.67	941.35	617.79	0.00	0.06	0.15	0.00	0.00
5.20	559.67	961.88	561.09	0.00	0.35	0.00	0.00	0.00
5.30	559.67	954.06	607.04	11.73	0.05	0.82	0.00	0.00
5.40	559.67	903.23	616.81	4.89	0.30	1.59	0.00	0.00
5.50	559.67	914.96	629.52	7.82	0.23	1.23	0.00	0.00
5.59	520.00	929.62	618.77	0.00	0.49	1.59	0.00	0.00
5.70	520.00	934.51	608.99	0.00	0.61	1.48	0.00	0.00
5.80	520.00	915.93	565.98	6.84	0.00	0.36	0.00	0.00
5.90	520.00	906.16	598.24	0.00	0.21	0.15	0.00	0.00
6.00	520.00	894.43	609.97	0.00	0.23	0.00	0.00	0.00
6.09	480.33	911.05	606.06	15.64	0.00	0.36	0.00	0.00
6.20	480.33	895.41	554.25	11.73	0.00	0.00	0.00	0.00
6.30	480.33	891.50	567.94	6.84	0.11	0.56	0.00	0.00
6.50	480.33	907.14	581.62	4.89	0.06	0.00	0.00	0.00
0.07	447.33	944.28	610.95	7.82	0.24	0.67	0.00	0.00
0.17	447.33	938.42	602.15	3.91	0.30	0.67	0.00	0.00
0.27	447.33	918.87	583.58	22.48	0.00	0.36	0.00	0.00
0.37	447.33	902.25	606.06	0.00	0.23	0.10	0.00	0.00
0.47	447.33	910.07	593.35	3.91	0.02	0.41	0.00	0.00
0.57	432.00	890.52	602.15	0.00	0.24	0.36	0.00	0.00
0.67	432.00	905.18	597.26	7.82	0.06	0.05	0.00	0.00
0.77	432.00	882.70	598.24	0.00	0.44	1.64	0.00	0.00
0.97	432.00	937.44	624.63	0.00	0.24	0.87	0.00	0.00
1.07	426.33	902.25	570.87	14.66	0.18	0.82	0.00	0.00
1.17	426.33	914.96	591.40	0.98	0.67	0.97	0.00	0.00
1.27	426.33	867.06	607.04	0.00	0.00	1.59	0.00	0.00
1.37	426.33	933.53	599.22	6.84	0.00	0.56	0.00	0.00
1.47	426.33	905.18	581.62	0.00	0.08	0.00	0.00	0.00
1.57	425.67	938.42	598.24	0.00	0.08	0.15	0.00	0.00
1.67	425.67	920.82	604.11	9.78	0.00	0.00	0.00	0.00
1.77	425.67	943.30	593.35	0.00	0.23	0.00	0.00	0.00
1.87	425.67	950.15	582.60	9.78	0.06	1.64	0.00	0.00
1.97	425.67	917.89	602.15	0.00	0.06	1.18	0.00	0.00
2.07	426.00	940.37	588.47	15.64	0.18	0.82	0.00	0.00
2.17	426.00	929.62	581.62	0.00	0.17	1.02	0.00	0.00
2.27	426.00	921.80	595.31	14.66	0.23	0.41	0.00	0.00
2.37	426.00	938.42	600.20	0.00	0.03	0.82	0.00	0.00
2.47	426.00	933.53	593.35	0.00	0.35	1.13	0.00	0.00
2.57	425.67	937.44	576.74	10.75	0.33	1.23	0.00	0.00
2.67	425.67	937.44	581.62	7.82	0.24	1.59	0.00	0.00
2.77	425.67	906.16	571.85	13.69	0.20	1.48	0.00	0.00
2.97	425.67	919.84	581.62	18.57	0.12	1.28	0.00	0.00
3.07	426.00	903.23	565.00	2.93	0.37	0.56	0.00	0.00
3.17	426.00	911.05	588.47	0.00	0.26	0.97	0.00	0.00
3.27	426.00	890.52	569.89	15.64	0.41	1.33	0.00	0.00
3.37	426.00	923.75	609.97	0.00	0.23	0.77	0.00	0.00
3.47	426.00	938.42	588.47	6.84	0.12	0.77	0.00	0.00
3.57	425.67	919.84	608.02	0.00	0.23	1.64	0.00	0.00
3.67	425.67	938.42	600.20	12.71	0.18	1.18	0.00	0.00
3.77	425.67	924.73	601.17	6.84	0.33	0.61	0.00	0.00
3.97	425.67	925.71	609.97	0.00	0.00	1.48	0.00	0.00
4.07	425.67	879.77	554.25	0.00	0.06	0.56	0.00	0.00
4.17	425.67	906.16	608.99	5.87	0.00	1.23	0.00	0.00
4.27	425.67	905.18	580.65	3.91	0.06	0.00	0.00	0.00
4.37	425.67	881.72	571.85	0.00	0.24	0.36	0.00	0.00
4.47	425.67	924.73	579.67	12.71	0.06	0.00	0.00	0.00
4.57	425.33	921.80	615.84	18.57	0.30	0.67	0.00	0.00
4.67	425.33	921.80	610.95	11.73	0.23	1.23	0.00	0.00
4.77	425.33	907.14	589.44	14.66	0.58	2.35	0.00	0.00
4.87	425.33	859.24	591.40	20.53	0.72	1.64	0.00	0.00
4.97	425.33	894.43	578.69	31.28	0.65	2.46	0.00	0.00
5.07	425.33	883.68	591.40	41.06	0.65	2.46	0.00	0.00
5.17	425.33	886.61	578.69	58.65	1.20	2.82	0.00	0.00
0.09	425.33	931.57	597.26	69.40	1.46	3.94	0.00	0.00
0.19	425.33	921.80	589.44	92.86	1.70	5.27	0.00	0.00
0.29	425.33	937.44	625.61	86.02	1.69	5.53	0.00	0.00
0.39	425.33	949.17	615.84	119.26	2.02	6.55	22.33	0.00
0.49	425.33	947.21	578.69	140.76	1.99	6.91	22.33	0.00
0.59	425.33	943.30	609.97	155.43	2.56	8.14	22.33	0.00
0.79	425.33	898.34	568.91	194.53	3.04	9.78	22.33	0.00
0.89	425.33	938.42	613.88	200.39	3.38	10.75	44.66	0.00
0.99	425.33	961.88	582.60	238.51	3.65	11.98	44.66	0.00
1.09	425.33	937.44	581.62	258.06	4.15	13.16	44.66	0.00
1.19	425.33	960.90	617.79	321.60	4.91	15.87	44.66	0.00
1.29	425.33	942.33	608.99	422.29	6.31	20.73	44.66	0.00
1.39	425.67	945.26	575.76	517.11	7.82	25.55	67.01	0.00
1.49	425.67	963.83	633.43	584.56	8.91	29.49	67.01	0.00
1.59	425.67	906.16	607.04	648.09	9.83	32.30	67.01	0.00
1.79	425.67	894.43	593.35	775.17	11.85	39.32	67.01	0.00
1.89	425.33	960.90	617.79	828.93	12.66	42.13	89.34	0.00
1.99	425.33	961.88	592.38	875.86	13.51	44.28	89.34	0.00
2.09	425.33	902.25	570.87	913.98	14.13	46.54	89.34	0.00
2.19	425.33	956.99	609.97	955.03	15.08	49.15	89.34	0.00
2.29	425.33	895.41	587.49	973.61	15.35	50.27	89.34	0.00
2.39	425.67	926.69	565.98	996.09	15.27	50.12	111.68	0.00
2.49	425.67	946.24	608.99	976.54	15.30	50.58	111.68	0.00
