Docklight Log File (ASCII) - Started 



sep=	
state	t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
2	2.13	0.00	6.84	0.00	10.75	0.30	1.02	0.00	0.00
2	2.23	0.00	2.93	0.00	15.64	0.08	0.82	0.00	0.00
2	2.33	0.00	0.00	14.66	0.00	0.49	0.77	0.00	0.00
2	2.43	0.00	5.87	0.00	8.80	0.00	0.82	0.00	0.00
2	2.53	0.00	0.00	14.66	0.98	0.33	1.48	0.00	0.00
2	2.63	0.00	0.00	0.00	7.82	0.11	1.64	0.00	0.00
2	2.73	0.00	0.00	22.48	0.00	0.44	0.41	0.00	0.00
2	2.83	0.00	0.00	28.35	10.75	0.21	1.38	0.00	0.00
2	2.93	0.00	2.93	0.00	0.00	0.17	0.77	0.00	0.00
2	3.03	0.00	0.98	0.00	11.73	0.24	1.59	0.00	0.00
2	3.13	0.00	0.00	0.00	0.00	0.46	1.23	0.00	0.00
2	3.23	0.00	0.98	15.64	0.00	0.33	1.28	0.00	0.00
2	3.33	0.00	0.00	0.00	0.00	0.30	0.92	0.00	0.00
2	3.43	0.00	2.93	0.00	2.93	0.21	1.69	0.00	0.00
2	3.53	0.00	0.00	7.82	0.00	0.24	1.64	0.00	0.00
2	3.63	0.00	1.96	30.30	1.96	0.15	1.08	0.00	0.00
2	3.73	0.00	7.82	2.93	0.00	0.24	0.82	0.00	0.00
2	3.83	0.00	8.80	0.00	0.00	0.35	1.18	0.00	0.00
2	3.93	0.00	12.71	0.00	4.89	0.21	0.41	0.00	0.00
2	4.03	0.00	4.89	0.00	8.80	0.00	0.77	0.00	0.00
2	4.13	0.00	5.87	7.82	9.78	0.23	1.02	0.00	0.00
2	4.23	0.00	4.89	0.00	5.87	0.12	0.77	0.00	0.00
2	4.33	0.00	13.69	0.00	0.00	0.20	0.31	0.00	0.00
2	4.43	0.00	0.00	0.98	0.00	0.24	0.61	0.00	0.00
2	4.53	0.00	0.00	14.66	0.00	0.43	1.18	0.00	0.00
2	4.63	0.00	0.00	0.00	7.82	0.23	1.18	0.00	0.00
2	4.73	0.00	7.82	8.80	1.96	0.23	1.59	0.00	0.00
2	4.83	0.00	13.69	7.82	0.00	0.08	0.77	0.00	0.00
2	4.93	0.00	0.00	11.73	0.98	0.37	0.77	0.00	0.00
2	5.03	0.00	20.53	2.93	6.84	0.29	1.33	0.00	0.00
2	5.13	0.00	2.93	3.91	2.93	0.61	1.59	0.00	0.00
2	5.23	0.00	4.89	0.00	0.98	0.38	0.61	0.00	0.00
2	5.33	3.00	38.12	0.00	23.46	0.00	1.08	0.00	0.00
2	5.43	3.00	0.00	9.78	0.00	0.30	1.13	0.00	0.00
2	5.53	3.00	1.96	15.64	14.66	0.23	0.67	0.00	0.00
2	5.63	3.00	3.91	0.98	0.00	0.24	0.10	0.00	0.00
2	5.73	3.00	0.98	0.00	2.93	0.12	0.92	0.00	0.00
2	5.83	9.67	0.00	0.00	22.48	0.00	1.18	0.00	0.00
2	5.93	9.67	0.00	7.82	2.93	0.23	2.05	0.00	0.00
2	6.03	9.67	12.71	0.00	2.93	0.40	1.33	0.00	0.00
2	6.13	9.67	11.73	6.84	0.00	0.14	1.69	0.00	0.00
2	6.23	9.67	0.00	6.84	0.00	0.47	0.97	0.00	0.00
2	6.33	16.33	0.00	19.55	0.00	0.23	0.92	0.00	0.00
2	6.43	16.33	0.00	0.00	0.00	0.47	1.89	0.00	0.00
2	6.53	16.33	10.75	0.00	0.98	0.24	1.18	0.00	0.00
2	6.63	16.33	1.96	2.93	6.84	0.27	0.97	0.00	0.00
2	6.73	16.33	0.00	11.73	11.73	0.24	1.28	0.00	0.00
2	6.83	23.00	10.75	0.00	12.71	0.17	1.74	0.00	0.00
2	6.93	23.00	0.00	0.00	2.93	0.26	1.18	0.00	0.00
2	7.03	23.00	0.00	6.84	0.00	0.08	0.00	0.00	0.00
2	7.13	23.00	14.66	0.00	17.60	0.00	1.48	0.00	0.00
2	7.23	29.67	10.75	0.00	3.91	0.17	0.82	0.00	0.00
2	7.33	29.67	0.00	9.78	0.00	0.35	0.26	0.00	0.00
2	7.43	29.67	0.00	14.66	0.98	0.44	1.33	0.00	0.00
2	7.53	29.67	0.00	0.00	1.96	0.18	0.00	0.00	0.00
2	7.63	29.67	10.75	0.98	0.00	0.23	0.87	0.00	0.00
2	7.73	36.33	0.00	14.66	27.37	0.23	0.72	0.00	0.00
2	7.83	36.33	3.91	6.84	11.73	0.29	1.54	0.00	0.00
2	7.93	36.33	2.93	0.00	14.66	0.24	0.72	0.00	0.00
2	8.03	36.33	0.98	5.87	2.93	0.33	0.87	0.00	0.00
2	8.13	36.33	17.60	0.00	30.30	0.06	1.59	0.00	0.00
2	8.23	40.00	12.71	0.00	10.75	0.11	1.54	0.00	0.00
2	8.33	40.00	0.00	14.66	0.00	0.21	0.15	0.00	0.00
2	8.43	40.00	4.89	15.64	0.00	0.47	1.89	0.00	0.00
2	8.53	40.00	1.96	6.84	0.00	0.23	0.82	0.00	0.00
2	8.63	40.00	11.73	0.00	0.00	0.24	0.77	0.00	0.00
2	8.73	40.00	0.00	2.93	0.00	0.23	1.64	0.00	0.00
2	8.83	40.00	25.42	2.93	0.00	0.11	0.87	0.00	0.00
2	8.93	40.00	0.00	4.89	0.00	0.41	0.61	0.00	0.00
2	9.03	40.00	14.66	0.00	4.89	0.23	0.82	0.00	0.00
2	9.13	40.00	0.00	11.73	0.00	0.59	0.82	0.00	0.00
2	9.23	40.33	2.93	3.91	0.00	0.72	1.69	0.00	0.00
2	9.33	40.33	12.71	0.00	9.78	0.00	1.59	0.00	0.00
2	9.43	40.33	6.84	0.00	7.82	0.24	0.41	0.00	0.00
2	9.53	40.33	3.91	2.93	0.00	0.27	1.02	0.00	0.00
2	9.63	40.33	1.96	0.98	0.00	0.27	0.92	0.00	0.00
2	9.73	40.67	0.98	7.82	0.00	0.21	0.77	0.00	0.00
2	9.83	40.67	1.96	0.00	6.84	0.40	1.54	0.00	0.00
2	9.93	40.67	0.98	0.00	0.00	0.32	0.82	0.00	0.00
2	10.03	40.67	0.00	8.80	0.00	0.15	0.15	0.00	0.00
2	10.13	40.67	1.96	2.93	2.93	0.44	0.61	0.00	0.00
2	10.23	40.67	6.84	0.00	0.98	0.30	0.77	0.00	0.00
2	10.33	40.67	0.00	0.00	7.82	0.08	1.48	0.00	0.00
2	10.43	40.67	8.80	5.87	0.00	0.00	0.67	0.00	0.00
2	10.53	40.67	8.80	0.98	0.00	0.12	0.51	0.00	0.00
2	10.63	40.67	0.00	11.73	0.00	0.49	0.36	0.00	0.00
2	10.73	40.67	0.00	6.84	0.00	0.24	1.33	0.00	0.00
2	10.83	40.67	0.00	0.00	0.98	0.35	1.64	0.00	0.00
2	10.93	40.67	0.00	10.75	0.00	0.33	1.18	0.00	0.00
2	11.03	40.67	0.00	12.71	0.00	0.18	0.56	0.00	0.00
2	11.13	41.00	1.96	0.00	4.89	0.17	1.18	0.00	0.00
2	11.23	41.00	0.98	10.75	0.00	0.47	1.23	0.00	0.00
2	11.33	41.00	0.00	6.84	0.00	0.23	1.43	0.00	0.00
2	11.43	41.00	0.00	10.75	0.00	0.47	1.02	0.00	0.00
2	11.53	41.00	0.00	0.00	0.00	0.38	0.82	0.00	0.00
2	11.73	41.00	0.00	13.69	0.00	0.47	0.51	0.00	0.00
2	11.83	41.00	0.00	19.55	2.93	0.49	1.48	0.00	0.00
2	11.93	41.00	0.00	14.66	0.00	0.26	1.28	0.00	0.00
2	12.03	41.00	0.00	13.69	0.00	0.47	0.82	0.00	0.00
2	12.13	40.67	0.00	0.00	0.00	0.30	0.77	0.00	0.00
2	12.23	40.67	18.57	0.00	25.42	0.26	0.97	0.00	0.00
2	12.33	40.67	9.78	0.00	7.82	0.17	1.18	0.00	0.00
2	12.43	40.67	4.89	0.00	8.80	0.12	0.97	0.00	0.00
2	12.53	40.67	0.00	26.39	0.00	0.37	0.77	0.00	0.00
2	12.63	40.33	0.00	0.98	10.75	0.03	0.77	0.00	0.00
2	12.73	40.33	22.48	0.00	6.84	0.08	0.82	0.00	0.00
2	12.83	40.33	3.91	14.66	0.98	0.29	2.05	0.00	0.00
2	12.93	40.33	0.00	10.75	4.89	0.23	1.43	0.00	0.00
2	13.03	40.33	0.00	0.00	0.00	0.43	0.92	0.00	0.00
2	13.13	40.33	3.91	0.98	0.00	0.21	0.36	0.00	0.00
2	13.23	40.33	0.98	0.00	0.00	0.35	0.72	0.00	0.00
2	13.33	40.33	0.00	0.00	10.75	0.08	1.59	0.00	0.00
2	13.43	40.33	7.82	10.75	0.00	0.35	0.87	0.00	0.00
2	13.53	40.33	0.00	0.00	0.00	0.29	0.82	0.00	0.00
2	13.63	40.33	0.00	20.53	0.00	0.44	0.92	0.00	0.00
2	13.73	40.33	14.66	9.78	0.00	0.24	0.77	0.00	0.00
2	13.83	40.33	4.89	2.93	0.00	0.33	0.51	0.00	0.00
2	13.93	40.33	7.82	0.00	6.84	0.00	2.15	0.00	0.00
2	14.03	40.00	10.75	0.00	26.39	0.09	2.20	0.00	0.00
2	14.13	40.00	26.39	0.00	6.84	0.24	1.84	0.00	0.00
2	14.23	40.00	22.48	0.00	12.71	0.09	1.13	0.00	0.00
2	14.33	40.00	8.80	0.00	6.84	0.35	0.92	0.00	0.00
2	14.43	40.00	0.00	2.93	0.00	0.49	0.77	0.00	0.00
2	14.53	40.00	0.00	0.00	9.78	0.23	0.00	0.00	0.00
2	14.63	40.00	14.66	0.00	9.78	0.23	0.82	0.00	0.00
2	14.73	40.00	0.00	8.80	0.00	0.59	1.18	0.00	0.00
2	14.83	40.00	25.42	0.00	0.00	0.05	0.92	0.00	0.00
2	14.93	39.67	7.82	0.98	6.84	0.14	0.61	0.00	0.00
2	15.03	39.67	0.00	19.55	0.98	0.46	0.97	0.00	0.00
2	15.13	39.67	0.00	19.55	8.80	0.27	1.23	0.00	0.00
2	15.23	39.67	4.89	3.91	13.69	0.11	0.82	0.00	0.00
2	15.33	39.67	0.00	6.84	2.93	0.00	0.41	0.00	0.00
2	15.43	39.67	0.98	0.00	0.00	0.24	0.36	0.00	0.00
2	15.53	39.67	0.00	0.98	0.00	0.47	0.20	0.00	0.00
2	15.63	39.67	14.66	0.00	5.87	0.38	1.02	0.00	0.00
2	15.73	39.67	9.78	0.00	0.00	0.47	0.97	0.00	0.00
2	15.83	39.67	1.96	18.57	0.00	0.17	0.82	0.00	0.00
2	15.93	71.33	0.00	14.66	0.00	0.12	0.05	0.00	0.00
2	16.03	71.33	13.69	0.00	0.00	0.49	1.23	0.00	0.00
2	16.13	71.33	0.00	11.73	3.91	0.47	1.18	0.00	0.00
2	16.23	71.33	0.00	0.00	0.00	0.32	1.43	0.00	0.00
2	16.33	71.33	10.75	0.00	7.82	0.23	0.87	0.00	0.00
2	16.43	112.67	2.93	0.00	14.66	0.02	1.08	0.00	0.00
2	16.53	112.67	1.96	0.00	14.66	0.14	1.23	0.00	0.00
2	16.63	112.67	0.00	14.66	2.93	0.23	0.00	0.00	0.00
2	16.73	112.67	3.91	0.00	0.00	0.20	1.02	0.00	0.00
2	16.83	112.67	6.84	0.00	1.96	0.00	0.82	0.00	0.00
2	16.93	154.00	0.00	4.89	0.00	0.11	0.00	0.00	0.00
2	17.03	154.00	0.00	6.84	0.00	0.33	1.89	0.00	0.00
2	17.13	154.00	4.89	9.78	0.00	0.18	1.18	0.00	0.00
2	17.23	154.00	6.84	0.98	7.82	0.38	1.64	0.00	0.00
2	17.33	195.33	0.00	8.80	1.96	0.24	0.36	0.00	0.00
2	17.43	195.33	0.00	10.75	1.96	0.23	1.64	0.00	0.00
2	17.53	195.33	0.00	0.00	20.53	0.06	1.33	0.00	0.00
2	17.63	195.33	11.73	14.66	0.00	0.35	1.54	0.00	0.00
2	17.73	195.33	13.69	0.00	1.96	0.24	0.97	0.00	0.00
3	17.93	237.00	0.00	7.82	0.00	0.65	0.82	0.00	0.00
3	18.03	237.00	0.00	0.98	11.73	0.23	1.38	0.00	0.00
3	18.13	237.00	10.75	0.00	11.73	0.49	0.87	0.00	0.00
3	18.33	278.00	22.48	0.00	7.82	0.00	0.56	0.00	0.00
3	18.43	278.00	0.98	43.01	0.00	0.47	0.61	0.00	0.00
3	18.53	278.00	0.00	3.91	0.98	0.14	1.23	0.00	0.00
3	18.63	278.00	10.75	0.00	14.66	0.11	0.00	0.00	0.00
3	18.73	278.00	15.64	7.82	2.93	0.37	0.41	0.00	0.00
3	18.93	287.67	7.82	0.00	15.64	0.09	1.23	0.00	0.00
3	19.03	287.67	9.78	1.96	0.00	0.38	0.92	0.00	0.00
3	19.13	287.67	0.00	3.91	7.82	0.35	0.67	0.00	0.00
3	19.23	287.67	5.87	0.98	6.84	0.29	0.77	0.00	0.00
3	19.33	287.33	0.00	0.98	3.91	0.43	1.59	0.00	0.00
3	19.43	287.33	1.96	0.00	10.75	0.00	0.00	0.00	0.00
3	19.53	287.33	13.69	0.98	10.75	0.35	1.02	0.00	0.00
3	19.63	287.33	4.89	10.75	6.84	0.00	0.41	0.00	0.00
3	19.73	287.33	15.64	0.00	22.48	0.00	0.05	0.00	0.00
3	19.93	287.00	12.71	0.00	30.30	0.06	1.23	0.00	0.00
3	20.03	287.00	14.66	0.00	29.33	0.17	1.02	0.00	0.00
3	20.13	287.00	7.82	0.00	14.66	0.00	0.00	0.00	0.00
3	20.23	287.00	0.00	6.84	14.66	0.00	0.82	0.00	0.00
3	20.33	287.00	0.00	0.00	13.69	0.00	0.41	0.00	0.00
3	20.43	287.00	4.89	0.00	14.66	0.29	2.20	0.00	0.00
3	20.53	287.00	0.00	4.89	22.48	0.15	0.51	0.00	0.00
3	20.63	287.00	4.89	6.84	10.75	0.00	0.67	0.00	0.00
3	20.73	287.00	0.00	4.89	0.00	0.02	0.31	0.00	0.00
3	20.93	286.33	0.00	13.69	2.93	0.23	0.92	0.00	0.00
3	21.03	286.33	0.00	12.71	23.46	0.09	0.00	0.00	0.00
3	21.13	286.33	14.66	20.53	23.46	0.35	0.46	0.00	0.00
3	21.23	286.33	6.84	0.00	0.00	0.24	0.97	0.00	0.00
3	21.33	285.67	14.66	0.00	14.66	0.00	0.00	0.00	0.00
3	21.43	285.67	2.93	10.75	0.00	0.11	0.20	0.00	0.00
3	21.53	285.67	0.00	22.48	0.00	0.43	0.41	0.00	0.00
3	21.63	285.67	0.00	0.98	0.00	0.17	1.43	0.00	0.00
3	21.73	285.67	20.53	0.00	27.37	0.20	2.61	0.00	0.00
3	21.93	285.00	9.78	0.00	23.46	0.11	1.02	0.00	0.00
3	22.03	285.00	30.30	10.75	39.10	0.29	0.92	0.00	0.00
3	22.13	285.00	0.00	0.00	12.71	0.24	1.69	0.00	0.00
3	22.23	285.00	25.42	0.00	30.30	0.18	2.15	0.00	0.00
3	22.33	285.33	14.66	0.00	14.66	0.00	0.36	0.00	0.00
3	22.43	285.33	10.75	7.82	6.84	0.00	0.36	0.00	0.00
3	22.53	285.33	0.00	0.00	14.66	0.00	1.13	0.00	0.00
3	22.63	285.33	0.00	6.84	4.89	0.47	2.15	0.00	0.00
3	22.73	285.33	7.82	7.82	3.91	0.62	1.64	0.00	0.00
3	22.83	286.00	0.00	0.00	0.98	0.73	0.77	0.00	0.00
3	22.93	286.00	0.00	1.96	15.64	0.47	1.95	0.00	0.00
3	23.03	286.00	15.64	0.00	14.66	0.26	2.46	0.00	0.00
3	23.13	286.00	4.89	8.80	12.71	0.11	2.41	0.00	0.00
3	23.23	286.00	0.98	15.64	14.66	0.05	0.00	0.00	0.00
3	23.33	290.33	0.00	15.64	6.84	0.41	1.64	0.00	0.00
3	23.43	290.33	14.66	0.00	7.82	0.09	0.77	0.00	0.00
3	23.53	290.33	15.64	0.00	2.93	0.26	1.33	0.00	0.00
3	23.63	290.33	25.42	0.00	2.93	0.20	0.77	0.00	0.00
3	23.73	290.33	30.30	11.73	0.00	0.35	0.56	0.00	0.00
3	23.83	296.33	3.91	0.00	7.82	0.12	1.54	0.00	0.00
3	23.93	296.33	2.93	14.66	0.00	0.35	1.79	0.00	0.00
3	24.03	296.33	6.84	0.00	0.98	0.15	0.15	0.00	0.00
3	24.13	296.33	0.00	19.55	10.75	0.43	1.02	0.00	0.00
3	24.23	296.33	15.64	2.93	0.00	0.47	0.82	0.00	0.00
3	24.33	307.33	0.00	11.73	0.00	0.41	1.23	0.00	0.00
3	24.43	307.33	14.66	0.00	6.84	0.49	0.77	0.00	0.00
3	24.53	307.33	8.80	0.00	14.66	0.03	0.20	0.00	0.00
3	24.63	307.33	0.00	5.87	15.64	0.20	1.33	0.00	0.00
3	24.73	307.33	14.66	0.00	4.89	0.18	0.61	0.00	0.00
3	24.93	322.33	14.66	0.00	14.66	0.49	0.00	0.00	0.00
3	25.03	322.33	0.00	1.96	10.75	0.41	0.15	0.00	0.00
3	25.13	322.33	0.00	10.75	0.00	0.47	0.46	0.00	0.00
3	25.23	322.33	16.62	19.55	4.89	0.24	1.18	0.00	0.00
3	25.33	340.67	22.48	14.66	2.93	0.12	0.77	0.00	0.00
3	25.43	340.67	22.48	0.00	15.64	0.14	1.18	0.00	0.00
3	25.53	340.67	12.71	0.00	10.75	0.12	0.61	0.00	0.00
3	25.63	340.67	2.93	30.30	0.00	0.47	2.10	0.00	0.00
3	25.73	340.67	10.75	2.93	0.00	0.41	0.41	0.00	0.00
3	25.93	359.67	7.82	0.00	8.80	0.08	0.36	0.00	0.00
3	26.03	359.67	10.75	7.82	6.84	0.61	1.89	0.00	0.00
3	26.13	359.67	0.00	6.84	2.93	0.29	1.28	0.00	0.00
3	26.23	359.67	2.93	3.91	10.75	0.17	0.46	0.00	0.00
3	26.33	377.67	7.82	10.75	0.00	0.88	1.23	0.00	0.00
3	26.43	377.67	0.00	2.93	8.80	0.17	0.56	0.00	0.00
3	26.53	377.67	5.87	15.64	2.93	0.47	1.64	0.00	0.00
3	26.63	377.67	13.69	0.00	14.66	0.00	0.15	0.00	0.00
3	26.73	377.67	0.00	10.75	0.00	0.29	2.25	0.00	0.00
3	26.93	396.67	6.84	0.00	8.80	0.09	0.72	0.00	0.00
3	27.03	396.67	7.82	13.69	7.82	0.29	0.61	0.00	0.00
3	27.13	396.67	0.00	14.66	0.00	0.23	0.41	0.00	0.00
3	27.23	396.67	6.84	0.00	14.66	0.00	0.77	0.00	0.00
3	27.33	413.33	0.00	11.73	2.93	0.43	2.00	0.00	0.00
3	27.43	413.33	14.66	1.96	16.62	0.23	0.46	0.00	0.00
3	27.53	413.33	0.00	3.91	0.00	0.47	2.05	0.00	0.00
3	27.63	413.33	0.00	22.48	0.00	0.35	1.02	0.00	0.00
3	27.73	413.33	15.64	0.98	6.84	0.47	1.13	0.00	0.00
3	27.93	429.00	0.00	18.57	0.00	0.30	0.41	0.00	0.00
3	28.03	429.00	0.00	0.98	3.91	0.29	1.23	0.00	0.00
3	28.13	429.00	0.00	7.82	14.66	0.29	2.35	0.00	0.00
3	28.23	429.00	0.00	7.82	0.00	0.17	0.00	0.00	0.00
3	28.33	442.00	0.00	8.80	0.00	0.61	0.56	0.00	0.00
3	28.43	442.00	19.55	8.80	0.00	0.18	0.00	0.00	0.00
3	28.53	442.00	0.00	7.82	3.91	0.41	1.02	0.00	0.00
3	28.63	442.00	0.00	1.96	6.84	0.00	0.77	0.00	0.00
3	28.73	442.00	45.94	0.00	6.84	0.06	0.77	0.00	0.00
3	28.83	456.00	15.64	0.00	4.89	0.15	0.36	0.00	0.00
3	28.93	456.00	14.66	13.69	8.80	0.37	1.23	0.00	0.00
3	29.03	456.00	0.00	14.66	15.64	0.11	0.87	0.00	0.00
3	29.13	456.00	5.87	0.00	0.00	0.12	0.00	0.00	0.00
3	29.23	456.00	19.55	0.00	0.00	0.03	0.77	0.00	0.00
3	29.33	468.67	7.82	0.00	14.66	0.38	1.23	0.00	0.00
3	29.43	468.67	7.82	0.00	10.75	0.29	2.41	0.00	0.00
3	29.53	468.67	3.91	3.91	3.91	0.27	0.41	0.00	0.00
3	29.63	468.67	0.00	20.53	0.00	0.47	0.82	0.00	0.00
3	29.73	468.67	0.00	11.73	0.00	0.29	0.00	0.00	0.00
3	29.93	480.33	13.69	9.78	2.93	0.17	0.77	0.00	0.00
3	30.03	480.33	6.84	0.00	0.00	0.35	1.59	0.00	0.00
3	30.13	480.33	28.35	0.00	24.44	0.00	0.36	0.00	0.00
3	30.23	480.33	14.66	2.93	0.00	0.26	0.46	0.00	0.00
3	30.33	491.00	0.98	0.00	7.82	0.02	0.36	0.00	0.00
3	30.43	491.00	0.00	14.66	7.82	0.14	0.82	0.00	0.00
3	30.53	491.00	0.98	0.00	0.00	0.29	0.41	0.00	0.00
3	30.63	491.00	0.00	30.30	0.98	0.29	0.92	0.00	0.00
3	30.73	491.00	13.69	30.30	0.00	0.02	0.36	0.00	0.00
3	30.83	499.67	3.91	14.66	0.00	0.14	0.00	0.00	0.00
3	30.93	499.67	0.00	6.84	0.00	0.00	0.00	0.00	0.00
3	31.03	499.67	3.91	0.00	14.66	0.21	1.54	0.00	0.00
3	31.13	499.67	3.91	1.96	18.57	0.23	1.23	0.00	0.00
3	31.23	499.67	0.00	5.87	15.64	0.00	0.00	0.00	0.00
3	31.33	507.67	6.84	11.73	2.93	0.24	0.00	0.00	0.00
3	31.43	507.67	10.75	0.00	6.84	0.00	0.00	0.00	0.00
3	31.53	507.67	0.98	3.91	18.57	0.43	2.05	0.00	0.00
3	31.63	507.67	7.82	0.00	10.75	0.30	0.05	0.00	0.00
3	31.73	507.67	0.98	3.91	2.93	0.23	0.00	0.00	0.00
4	31.83	515.33	15.64	6.84	0.00	0.35	0.82	0.00	0.00
4	31.93	515.33	12.71	20.53	11.73	0.00	0.41	0.00	0.00
4	32.03	515.33	7.82	0.00	27.37	0.14	0.82	0.00	0.00
4	32.13	515.33	0.00	14.66	0.00	0.11	0.82	0.00	0.00
4	32.23	515.33	3.91	11.73	2.93	0.33	0.00	0.00	0.00
4	32.33	522.67	0.00	0.00	8.80	0.12	0.97	0.00	0.00
4	32.43	522.67	0.00	14.66	0.00	0.21	0.97	0.00	0.00
4	32.53	522.67	4.89	0.00	6.84	0.00	0.36	0.00	0.00
4	32.63	522.67	12.71	2.93	1.96	0.40	0.82	0.00	0.00
4	32.73	522.67	0.00	30.30	0.00	0.30	0.61	0.00	0.00
4	32.93	531.33	6.84	0.00	15.64	0.00	0.72	0.00	0.00
4	33.03	531.33	0.00	14.66	0.00	0.29	0.26	0.00	0.00
4	33.13	531.33	3.91	0.00	6.84	0.47	1.64	0.00	0.00
4	33.23	531.33	0.00	7.82	0.00	0.41	0.00	0.00	0.00
4	33.33	538.33	9.78	0.00	6.84	0.17	0.77	0.00	0.00
4	33.43	538.33	22.48	0.00	5.87	0.18	1.23	0.00	0.00
4	33.53	538.33	4.89	0.00	6.84	0.15	0.56	0.00	0.00
4	33.63	538.33	13.69	30.30	0.00	0.17	0.00	0.00	0.00
4	33.73	538.33	0.00	4.89	0.00	0.12	0.97	0.00	0.00
4	33.93	544.67	2.93	18.57	0.00	0.72	1.64	0.00	0.00
4	34.03	544.67	14.66	0.00	6.84	0.02	0.00	0.00	0.00
4	34.13	544.67	0.00	1.96	0.98	0.24	0.97	0.00	0.00
4	34.23	544.67	2.93	14.66	0.00	0.47	1.38	0.00	0.00
4	34.33	553.00	10.75	23.46	6.84	0.12	0.00	0.00	0.00
4	34.43	553.00	7.82	0.00	15.64	0.00	0.36	0.00	0.00
4	34.53	553.00	0.00	0.00	14.66	0.00	0.36	0.00	0.00
4	34.63	553.00	2.93	0.00	0.98	0.43	0.82	0.00	0.00
4	34.73	553.00	0.00	15.64	0.00	0.23	1.79	0.00	0.00
4	34.93	560.33	0.00	11.73	5.87	0.24	1.43	0.00	0.00
4	35.03	560.33	11.73	14.66	0.00	0.47	1.33	0.00	0.00
4	35.13	560.33	22.48	0.00	28.35	0.00	0.36	0.00	0.00
4	35.23	560.33	1.96	15.64	0.00	0.20	0.00	0.00	0.00
4	35.33	566.00	0.00	26.39	0.00	0.26	1.18	0.00	0.00
4	35.43	566.00	0.00	0.00	14.66	0.12	1.18	0.00	0.00
4	35.53	566.00	0.00	1.96	12.71	0.09	1.48	0.00	0.00
4	35.63	566.00	0.00	2.93	20.53	0.09	0.67	0.00	0.00
4	35.73	566.00	9.78	2.93	2.93	0.41	1.23	0.00	0.00
4	35.93	570.00	4.89	7.82	2.93	0.59	1.84	0.00	0.00
4	36.03	570.00	0.00	7.82	6.84	0.18	1.64	0.00	0.00
4	36.13	570.00	19.55	0.00	14.66	0.12	1.59	0.00	0.00
4	36.23	570.00	20.53	0.00	19.55	0.00	0.36	0.00	0.00
4	36.33	573.67	0.00	0.00	18.57	0.12	0.72	0.00	0.00
4	36.43	573.67	2.93	6.84	0.00	0.21	0.72	0.00	0.00
4	36.53	573.67	14.66	0.00	10.75	0.11	2.00	0.00	0.00
4	36.63	573.67	7.82	2.93	0.00	0.35	1.64	0.00	0.00
4	36.73	573.67	0.00	1.96	10.75	0.47	2.20	0.00	0.00
4	36.83	577.00	0.00	4.89	6.84	0.67	0.41	0.00	0.00
4	36.93	577.00	0.00	7.82	7.82	0.47	0.67	0.00	0.00
4	37.03	577.00	6.84	0.00	10.75	0.00	0.00	0.00	0.00
4	37.13	577.00	6.84	0.00	2.93	0.18	1.02	0.00	0.00
4	37.23	577.00	0.00	0.98	15.64	0.17	1.54	0.00	0.00
4	37.33	577.67	0.00	14.66	0.00	0.24	1.08	0.00	0.00
4	37.43	577.67	0.00	9.78	0.00	0.46	1.79	0.00	0.00
4	37.53	577.67	0.00	30.30	0.00	0.29	1.64	0.00	0.00
4	37.63	577.67	8.80	2.93	0.00	0.12	0.77	0.00	0.00
4	37.73	577.67	21.51	0.00	7.82	0.30	0.36	0.00	0.00
4	37.93	577.33	2.93	7.82	2.93	0.24	0.41	0.00	0.00
4	38.03	577.33	0.00	0.00	6.84	0.37	1.59	0.00	0.00
4	38.13	577.33	3.91	0.00	6.84	0.15	0.77	0.00	0.00
4	38.23	577.33	0.00	13.69	0.00	0.44	1.18	0.00	0.00
4	38.33	577.33	7.82	7.82	10.75	0.18	1.08	0.00	0.00
4	38.43	577.33	0.00	0.00	6.84	0.37	1.79	0.00	0.00
4	38.53	577.33	0.00	0.00	22.48	0.00	1.54	0.00	0.00
4	38.63	577.33	0.00	0.00	11.73	0.26	1.59	0.00	0.00
4	38.73	577.33	0.00	0.00	14.66	0.15	1.59	0.00	0.00
4	38.83	576.33	22.48	0.00	3.91	0.24	1.59	0.00	0.00
4	38.93	576.33	88.95	0.00	6.84	0.09	0.36	0.00	0.00
4	39.03	576.33	234.60	6.84	0.00	0.21	1.23	0.00	0.00
4	39.13	576.33	362.66	0.00	2.93	0.30	1.33	0.00	0.00
4	39.23	576.33	414.47	14.66	0.00	0.47	1.59	0.00	0.00
4	39.33	576.33	517.11	0.00	0.00	0.24	0.10	0.00	0.00
5	39.43	576.33	676.44	3.91	22.48	0.33	0.41	0.00	0.00
5	39.53	576.33	779.08	0.00	14.66	0.00	0.77	0.00	0.00
5	39.63	576.33	817.20	20.53	0.00	0.35	0.31	0.00	0.00
5	39.73	576.33	882.70	9.78	0.00	0.12	1.18	0.00	0.00
5	39.93	576.00	1000.00	0.00	2.93	0.12	1.59	0.00	0.00
5	40.03	576.00	1000.00	0.00	6.84	0.49	1.33	0.00	0.00
5	40.13	576.00	1000.00	0.00	7.82	0.23	1.23	0.00	0.00
5	40.23	576.00	1000.00	0.00	14.66	0.11	1.18	0.00	0.00
5	40.33	575.67	1000.00	0.00	6.84	0.00	0.92	0.00	0.00
5	40.43	575.67	1000.00	0.00	0.00	0.24	0.72	0.00	0.00
