Docklight Log File (ASCII) - Started 



sep=	
state	t[s]	Mv	Wv	Ph	Pf	T1	T2	d	angle
6	78.33	577.00	1000.00	875.86	0.00	0.43	0.82	0.00	0.00
6	78.43	577.00	1000.00	898.34	3.91	0.09	1.84	0.00	0.00
6	78.53	577.00	1000.00	884.65	0.00	0.58	1.33	0.00	0.00
6	78.63	577.00	1000.00	881.72	0.98	0.15	0.77	0.00	0.00
6	78.73	577.00	1000.00	847.51	9.78	0.23	0.82	0.00	0.00
6	78.93	576.67	1000.00	887.59	0.00	0.46	0.00	0.00	0.00
6	79.03	576.67	1000.00	895.41	7.82	0.17	0.92	0.00	0.00
6	79.13	576.67	1000.00	874.88	2.93	0.03	1.48	0.00	0.00
6	79.23	576.67	1000.00	860.22	14.66	0.24	1.64	0.00	0.00
6	79.33	576.33	1000.00	885.63	0.00	0.11	0.97	0.00	0.00
6	79.43	576.33	1000.00	899.32	2.93	0.37	0.77	0.00	0.00
6	79.53	576.33	1000.00	875.86	0.00	0.32	1.59	0.00	0.00
6	79.63	576.33	1000.00	860.22	2.93	0.37	1.23	0.00	0.00
6	79.73	576.33	1000.00	915.93	15.64	0.23	1.23	0.00	0.00
6	79.93	577.00	1000.00	914.96	0.00	0.11	0.00	0.00	0.00
6	80.03	577.00	1000.00	869.01	0.00	0.23	0.00	0.00	0.00
6	80.13	577.00	1000.00	860.22	0.00	0.35	0.72	0.00	0.00
6	80.23	577.00	1000.00	890.52	0.00	0.47	1.74	0.00	0.00
6	80.33	577.00	1000.00	891.50	0.98	0.20	1.02	0.00	0.00
6	80.43	577.00	1000.00	899.32	8.80	0.02	0.82	0.00	0.00
6	80.53	577.00	1000.00	859.24	10.75	0.00	0.15	0.00	0.00
6	80.63	577.00	1000.00	844.57	0.00	0.43	0.51	0.00	0.00
6	80.73	577.00	1000.00	890.52	21.51	0.24	0.00	0.00	0.00
6	80.93	576.67	1000.00	859.24	3.91	0.12	0.92	0.00	0.00
6	81.03	576.67	1000.00	831.87	2.93	0.06	0.72	0.00	0.00
6	81.13	576.67	1000.00	880.74	6.84	0.24	1.59	0.00	0.00
6	81.23	576.67	1000.00	907.14	0.00	0.47	0.20	0.00	0.00
6	81.33	577.00	1000.00	882.70	4.89	0.00	1.18	0.00	0.00
6	81.43	577.00	1000.00	872.92	7.82	0.17	0.97	0.00	0.00
6	81.53	577.00	1000.00	896.38	21.51	0.00	1.18	0.00	0.00
6	81.63	577.00	1000.00	911.05	14.66	0.11	0.77	0.00	0.00
6	81.73	577.00	1000.00	914.96	0.00	0.11	0.00	0.00	0.00
6	81.83	577.00	1000.00	914.96	15.64	0.11	1.59	0.00	0.00
6	81.93	577.00	1000.00	854.35	0.00	0.37	1.18	0.00	0.00
6	82.03	577.00	1000.00	864.13	6.84	0.30	1.54	0.00	0.00
6	82.13	577.00	1000.00	891.50	18.57	0.20	1.23	0.00	0.00
6	82.23	577.00	1000.00	890.52	14.66	0.09	2.00	0.00	0.00
6	82.33	577.33	1000.00	903.23	0.00	0.26	1.54	0.00	0.00
6	82.43	577.33	1000.00	876.83	0.00	0.35	1.23	0.00	0.00
6	82.53	577.33	1000.00	910.07	6.84	0.08	1.59	0.00	0.00
6	82.63	577.33	1000.00	920.82	6.84	0.35	0.10	0.00	0.00
6	82.73	577.33	1000.00	917.89	3.91	0.11	0.00	0.00	0.00
6	82.93	577.00	1000.00	839.69	4.89	0.30	0.15	0.00	0.00
6	83.03	577.00	1000.00	875.86	0.00	0.47	1.89	0.00	0.00
6	83.13	577.00	1000.00	885.63	0.00	0.53	0.51	0.00	0.00
6	83.23	577.00	1000.00	912.02	10.75	0.37	1.69	0.00	0.00
6	83.33	577.00	1000.00	847.51	5.87	0.00	0.00	0.00	0.00
6	83.43	577.00	1000.00	907.14	4.89	0.35	0.82	0.00	0.00
6	83.53	577.00	1000.00	904.20	10.75	0.12	0.15	0.00	0.00
6	83.63	577.00	1000.00	925.71	14.66	0.00	0.46	0.00	0.00
6	83.73	577.00	1000.00	897.36	15.64	0.18	0.05	0.00	0.00
6	83.83	576.67	1000.00	867.06	2.93	0.37	0.31	0.00	0.00
6	83.93	576.67	1000.00	914.96	14.66	0.17	1.54	0.00	0.00
6	84.03	576.67	1000.00	907.14	0.00	0.41	1.38	0.00	0.00
6	84.13	576.67	1000.00	899.32	0.00	0.33	0.82	0.00	0.00
6	84.23	576.67	1000.00	868.04	0.00	0.06	0.41	0.00	0.00
6	84.33	576.00	1000.00	916.91	6.84	0.23	1.38	0.00	0.00
6	84.43	576.00	1000.00	879.77	0.00	0.33	0.15	0.00	0.00
6	84.53	576.00	1000.00	874.88	0.98	0.46	0.36	0.00	0.00
6	84.63	576.00	1000.00	895.41	0.00	0.37	0.00	0.00	0.00
6	84.73	576.00	1000.00	887.59	9.78	0.35	1.64	0.00	0.00
6	84.93	576.00	1000.00	908.11	0.00	0.11	1.13	0.00	0.00
6	85.03	576.00	1000.00	863.15	2.93	0.00	0.00	0.00	0.00
6	85.13	576.00	1000.00	907.14	0.00	0.35	1.38	0.00	0.00
6	85.23	576.00	1000.00	863.15	0.00	0.47	0.05	0.00	0.00
6	85.33	575.67	1000.00	875.86	0.00	0.64	0.51	0.00	0.00
6	85.43	575.67	1000.00	916.91	25.42	0.00	0.31	0.00	0.00
6	85.53	575.67	1000.00	925.71	23.46	0.17	0.46	0.00	0.00
6	85.63	575.67	1000.00	867.06	0.00	0.00	0.00	0.00	0.00
6	85.73	575.67	1000.00	843.60	0.00	0.46	0.87	0.00	0.00
6	85.83	575.67	1000.00	914.96	0.00	0.47	1.64	0.00	0.00
6	85.93	575.67	1000.00	874.88	15.64	0.00	0.15	0.00	0.00
6	86.03	575.67	1000.00	872.92	15.64	0.11	1.43	0.00	0.00
6	86.13	575.67	1000.00	870.97	6.84	0.09	0.77	0.00	0.00
6	86.23	575.67	1000.00	862.17	9.78	0.12	0.77	0.00	0.00
6	86.33	575.67	1000.00	906.16	0.00	0.23	1.38	0.00	0.00
6	86.43	575.67	1000.00	914.96	0.00	0.00	1.23	0.00	0.00
6	86.53	575.67	1000.00	880.74	0.00	0.43	0.05	0.00	0.00
6	86.63	575.67	1000.00	894.43	0.00	0.23	0.00	0.00	0.00
6	86.73	575.67	1000.00	875.86	0.00	0.35	0.82	0.00	0.00
6	86.93	576.33	1000.00	869.01	0.00	0.06	0.20	0.00	0.00
6	87.03	576.33	1000.00	867.06	10.75	0.23	0.72	0.00	0.00
6	87.13	576.33	1000.00	841.64	3.91	0.00	0.31	0.00	0.00
6	87.23	576.33	1000.00	901.27	30.30	0.30	0.97	0.00	0.00
6	87.33	576.33	1000.00	918.87	0.00	0.26	0.20	0.00	0.00
6	87.43	576.33	1000.00	894.43	0.00	0.03	0.05	0.00	0.00
6	87.53	576.33	1000.00	899.32	0.00	0.35	0.20	0.00	0.00
6	87.63	576.33	1000.00	855.33	0.00	0.47	0.87	0.00	0.00
6	87.73	576.33	1000.00	904.20	14.66	0.29	1.18	0.00	0.00
6	87.83	576.33	1000.00	870.97	14.66	0.00	0.26	0.00	0.00
6	87.93	576.33	1000.00	870.97	0.00	0.27	0.77	0.00	0.00
6	88.03	576.33	1000.00	898.34	0.00	0.44	0.82	0.00	0.00
6	88.13	576.33	1000.00	891.50	2.93	0.35	1.54	0.00	0.00
6	88.23	576.33	1000.00	921.80	16.62	0.00	1.18	0.00	0.00
6	88.33	576.33	1000.00	918.87	3.91	0.03	1.33	0.00	0.00
6	88.43	576.33	1000.00	922.78	0.00	0.23	1.64	0.00	0.00
6	88.53	576.33	1000.00	903.23	0.00	0.29	0.56	0.00	0.00
6	88.63	576.33	1000.00	841.64	14.66	0.05	0.41	0.00	0.00
6	88.73	576.33	1000.00	911.05	0.00	0.47	1.59	0.00	0.00
6	88.93	576.67	1000.00	884.65	0.00	0.67	0.82	0.00	0.00
6	89.03	576.67	1000.00	883.68	1.96	0.30	0.61	0.00	0.00
6	89.13	576.67	1000.00	906.16	12.71	0.30	2.00	0.00	0.00
6	89.23	576.67	1000.00	874.88	6.84	0.24	0.15	0.00	0.00
6	89.33	576.67	1000.00	914.96	0.00	0.24	0.10	0.00	0.00
6	89.43	576.67	1000.00	884.65	0.00	0.11	0.00	0.00	0.00
6	89.53	576.67	1000.00	863.15	11.73	0.06	0.92	0.00	0.00
6	89.63	576.67	1000.00	905.18	0.00	0.47	1.43	0.00	0.00
6	89.73	576.67	1000.00	888.56	2.93	0.09	0.00	0.00	0.00
6	89.93	576.33	1000.00	848.48	10.75	0.06	0.61	0.00	0.00
6	90.03	576.33	1000.00	925.71	17.60	0.35	1.33	0.00	0.00
6	90.13	576.33	1000.00	893.45	0.00	0.12	0.51	0.00	0.00
6	90.23	576.33	1000.00	918.87	30.30	0.00	0.00	0.00	0.00
6	90.33	576.33	1000.00	851.42	3.91	0.24	0.41	0.00	0.00
6	90.43	576.33	1000.00	868.04	14.66	0.00	0.41	0.00	0.00
6	90.53	576.33	1000.00	881.72	0.00	0.29	1.18	0.00	0.00
6	90.63	576.33	1000.00	908.11	0.00	0.08	0.56	0.00	0.00
6	90.73	576.33	1000.00	891.50	2.93	0.12	1.18	0.00	0.00
6	90.83	576.33	1000.00	906.16	22.48	0.00	1.43	0.00	0.00
6	90.93	576.33	1000.00	856.30	0.00	0.24	0.41	0.00	0.00
6	91.03	576.33	1000.00	928.64	0.98	0.35	1.59	0.00	0.00
6	91.13	576.33	1000.00	899.32	0.00	0.47	0.41	0.00	0.00
6	91.23	576.33	1000.00	908.11	0.00	0.47	0.92	0.00	0.00
6	91.33	576.33	1000.00	875.86	0.00	0.37	0.82	0.00	0.00
6	91.43	576.33	1000.00	874.88	14.66	0.06	0.77	0.00	0.00
6	91.53	576.33	1000.00	906.16	12.71	0.24	0.72	0.00	0.00
6	91.63	576.33	1000.00	907.14	12.71	0.00	0.20	0.00	0.00
6	91.73	576.33	1000.00	890.52	0.98	0.61	0.41	0.00	0.00
6	91.93	576.00	1000.00	922.78	0.00	0.47	1.79	0.00	0.00
6	92.03	576.00	1000.00	924.73	0.00	0.23	1.33	0.00	0.00
6	92.13	576.00	1000.00	914.96	0.00	0.18	0.31	0.00	0.00
6	92.23	576.00	1000.00	892.47	11.73	0.17	0.72	0.00	0.00
6	92.33	576.00	1000.00	831.87	6.84	0.12	1.18	0.00	0.00
6	92.43	576.00	1000.00	893.45	6.84	0.18	1.59	0.00	0.00
6	92.53	576.00	1000.00	890.52	1.96	0.12	0.05	0.00	0.00
6	92.63	576.00	1000.00	855.33	0.00	0.41	1.13	0.00	0.00
6	92.73	576.00	1000.00	852.39	0.00	0.23	1.54	0.00	0.00
6	92.83	576.33	1000.00	873.90	18.57	0.43	1.59	0.00	0.00
6	92.93	576.33	1000.00	902.25	0.98	0.23	1.59	0.00	0.00
6	93.03	576.33	1000.00	908.11	13.69	0.09	0.77	0.00	0.00
6	93.13	576.33	1000.00	922.78	0.00	0.21	1.59	0.00	0.00
6	93.23	576.33	1000.00	881.72	11.73	0.40	1.84	0.00	0.00
6	93.33	576.33	1000.00	864.13	2.93	0.33	0.82	0.00	0.00
6	93.43	576.33	1000.00	872.92	6.84	0.46	1.48	0.00	0.00
6	93.53	576.33	1000.00	875.86	0.00	0.37	0.00	0.00	0.00
6	93.63	576.33	1000.00	888.56	3.91	0.29	1.33	0.00	0.00
6	93.73	576.33	1000.00	875.86	0.00	0.33	0.51	0.00	0.00
6	93.93	576.67	1000.00	894.43	9.78	0.23	0.00	0.00	0.00
6	94.03	576.67	1000.00	913.98	4.89	0.47	0.10	0.00	0.00
6	94.13	576.67	1000.00	895.41	0.00	0.43	0.05	0.00	0.00
6	94.23	576.67	1000.00	843.60	0.00	0.29	0.82	0.00	0.00
6	94.33	577.00	1000.00	899.32	0.00	0.21	2.00	0.00	0.00
6	94.43	577.00	1000.00	877.81	0.00	0.29	1.64	0.00	0.00
6	94.53	577.00	1000.00	902.25	6.84	0.32	1.64	0.00	0.00
6	94.63	577.00	1000.00	872.92	6.84	0.24	1.64	0.00	0.00
6	94.73	577.00	1000.00	914.96	8.80	0.00	1.59	0.00	0.00
6	94.93	577.00	1000.00	889.54	15.64	0.24	0.41	0.00	0.00
6	95.03	577.00	1000.00	891.50	4.89	0.17	1.43	0.00	0.00
6	95.13	577.00	1000.00	868.04	10.75	0.24	1.13	0.00	0.00
6	95.23	577.00	1000.00	905.18	26.39	0.05	1.54	0.00	0.00
6	95.33	577.00	1000.00	914.96	6.84	0.30	1.64	0.00	0.00
6	95.43	577.00	1000.00	894.43	0.98	0.12	1.59	0.00	0.00
6	95.53	577.00	1000.00	887.59	18.57	0.24	1.43	0.00	0.00
6	95.63	577.00	1000.00	918.87	6.84	0.24	1.79	0.00	0.00
6	95.73	577.00	1000.00	895.41	0.00	0.37	1.23	0.00	0.00
6	95.83	576.67	1000.00	890.52	8.80	0.12	1.23	0.00	0.00
6	95.93	576.67	1000.00	882.70	0.00	0.24	1.23	0.00	0.00
6	96.03	576.67	1000.00	875.86	0.00	0.65	1.23	0.00	0.00
6	96.13	576.67	1000.00	897.36	0.00	0.23	2.05	0.00	0.00
6	96.23	576.67	1000.00	874.88	6.84	0.24	0.41	0.00	0.00
6	96.33	576.33	1000.00	904.20	3.91	0.35	2.05	0.00	0.00
6	96.43	576.33	1000.00	862.17	13.69	0.35	2.05	0.00	0.00
6	96.53	576.33	1000.00	904.20	11.73	0.29	1.59	0.00	0.00
6	96.63	576.33	1000.00	890.52	3.91	0.30	0.41	0.00	0.00
6	96.73	576.33	1000.00	892.47	6.84	0.18	1.64	0.00	0.00
6	96.83	576.00	1000.00	858.26	9.78	0.26	2.05	0.00	0.00
6	96.93	576.00	1000.00	862.17	1.96	0.24	1.64	0.00	0.00
6	97.03	576.00	1000.00	872.92	0.00	0.47	1.64	0.00	0.00
6	97.13	576.00	1000.00	882.70	1.96	0.14	1.23	0.00	0.00
6	97.23	576.00	1000.00	892.47	1.96	0.17	2.05	0.00	0.00
6	97.33	575.67	1000.00	874.88	14.66	0.35	1.84	0.00	0.00
6	97.43	575.67	1000.00	920.82	13.69	0.24	1.84	0.00	0.00
6	97.53	575.67	1000.00	918.87	0.00	0.26	2.05	0.00	0.00
6	97.63	575.67	1000.00	929.62	20.53	0.09	2.05	0.00	0.00
6	97.73	575.67	1000.00	890.52	0.00	0.35	1.64	0.00	0.00
6	97.83	575.67	1000.00	866.08	6.84	0.17	1.84	0.00	0.00
6	97.93	575.67	1000.00	878.79	6.84	0.23	2.41	0.00	0.00
6	98.03	575.67	1000.00	892.47	5.87	0.29	2.25	0.00	0.00
6	98.13	575.67	1000.00	891.50	0.00	0.23	0.41	0.00	0.00
6	98.23	575.67	1000.00	843.60	0.98	0.20	1.02	0.00	0.00
6	98.33	575.67	1000.00	926.69	6.84	0.26	1.59	0.00	0.00
6	98.43	575.67	1000.00	908.11	2.93	0.18	1.02	0.00	0.00
6	98.53	575.67	1000.00	898.34	14.66	0.00	1.59	0.00	0.00
6	98.63	575.67	1000.00	891.50	0.00	0.47	1.23	0.00	0.00
6	98.73	575.67	1000.00	860.22	8.80	0.26	1.64	0.00	0.00
6	98.93	575.67	1000.00	899.32	0.00	0.23	2.46	0.00	0.00
6	99.03	575.67	1000.00	903.23	2.93	0.20	1.23	0.00	0.00
6	99.13	575.67	1000.00	860.22	0.00	0.15	0.00	0.00	0.00
6	99.23	575.67	1000.00	910.07	2.93	0.41	1.84	0.00	0.00
6	99.33	576.00	1000.00	898.34	0.98	0.24	0.00	0.00	0.00
6	99.43	576.00	1000.00	880.74	0.00	0.00	0.05	0.00	0.00
6	99.53	576.00	1000.00	869.99	2.93	0.18	0.00	0.00	0.00
6	99.63	576.00	1000.00	855.33	14.66	0.00	1.18	0.00	0.00
6	99.73	576.00	1000.00	915.93	18.57	0.47	1.69	0.00	0.00
6	99.93	576.00	1000.00	913.00	0.00	0.32	1.02	0.00	0.00
6	100.03	576.00	1000.00	859.24	1.96	0.06	0.77	0.00	0.00
6	100.13	576.00	1000.00	892.47	12.71	0.23	0.92	0.00	0.00
6	100.23	576.00	1000.00	882.70	10.75	0.00	0.36	0.00	0.00
6	100.33	576.00	1000.00	888.56	0.00	0.30	0.77	0.00	0.00
6	100.43	576.00	1000.00	874.88	0.00	0.47	1.64	0.00	0.00
6	100.53	576.00	1000.00	859.24	0.00	0.41	0.61	0.00	0.00
6	100.63	576.00	1000.00	876.83	0.00	0.61	1.18	0.00	0.00
6	100.73	576.00	1000.00	874.88	2.93	0.40	0.00	0.00	0.00
6	100.93	576.00	1000.00	874.88	14.66	0.00	0.05	0.00	0.00
6	101.03	576.00	1000.00	855.33	0.00	0.23	0.97	0.00	0.00
6	101.13	576.00	1000.00	910.07	3.91	0.29	1.38	0.00	0.00
6	101.23	576.00	1000.00	907.14	0.00	0.23	2.30	0.00	0.00
6	101.33	576.00	1000.00	899.32	0.00	0.23	1.23	0.00	0.00
6	101.43	576.00	1000.00	859.24	2.93	0.27	0.82	0.00	0.00
6	101.53	576.00	1000.00	855.33	6.84	0.12	0.77	0.00	0.00
6	101.63	576.00	1000.00	938.42	6.84	0.17	1.69	0.00	0.00
6	101.73	576.00	1000.00	880.74	0.00	0.35	0.41	0.00	0.00
6	101.93	576.33	1000.00	844.57	0.00	0.23	0.56	0.00	0.00
6	102.03	576.33	1000.00	942.33	11.73	0.68	1.69	0.00	0.00
6	102.13	576.33	1000.00	901.27	2.93	0.61	0.20	0.00	0.00
6	102.23	576.33	1000.00	921.80	0.00	0.05	0.00	0.00	0.00
6	102.33	576.00	1000.00	890.52	0.00	0.17	0.56	0.00	0.00
6	102.43	576.00	1000.00	868.04	15.64	0.11	1.23	0.00	0.00
6	102.53	576.00	1000.00	920.82	12.71	0.29	1.54	0.00	0.00
6	102.63	576.00	1000.00	906.16	18.57	0.00	0.05	0.00	0.00
6	102.73	576.00	1000.00	914.96	5.87	0.11	0.20	0.00	0.00
6	102.83	576.00	1000.00	861.19	14.66	0.00	0.05	0.00	0.00
6	102.93	576.00	1000.00	917.89	30.30	0.24	0.77	0.00	0.00
6	103.03	576.00	1000.00	944.28	22.48	0.47	1.64	0.00	0.00
6	103.13	576.00	1000.00	916.91	39.10	0.11	0.31	0.00	0.00
6	103.23	576.00	1000.00	884.65	0.00	0.23	1.43	0.00	0.00
6	103.33	576.33	1000.00	859.24	2.93	0.00	0.36	0.00	0.00
6	103.43	576.33	1000.00	929.62	10.75	0.47	1.59	0.00	0.00
6	103.53	576.33	1000.00	887.59	0.00	0.00	0.20	0.00	0.00
6	103.63	576.33	1000.00	922.78	0.00	0.11	0.51	0.00	0.00
6	103.73	576.33	1000.00	865.10	0.00	0.24	0.20	0.00	0.00
6	103.83	576.67	1000.00	885.63	3.91	0.17	1.23	0.00	0.00
6	103.93	576.67	1000.00	875.86	15.64	0.08	0.41	0.00	0.00
6	104.03	576.67	1000.00	891.50	5.87	0.11	0.20	0.00	0.00
6	104.13	576.67	1000.00	863.15	15.64	0.11	0.56	0.00	0.00
6	104.23	576.67	1000.00	867.06	6.84	0.30	0.77	0.00	0.00
6	104.33	576.67	1000.00	868.04	3.91	0.35	0.41	0.00	0.00
6	104.43	576.67	1000.00	894.43	3.91	0.17	0.00	0.00	0.00
6	104.53	576.67	1000.00	901.27	5.87	0.12	0.26	0.00	0.00
6	104.63	576.67	1000.00	875.86	0.00	0.33	0.00	0.00	0.00
6	104.73	576.67	1000.00	869.01	20.53	0.24	0.46	0.00	0.00
6	104.83	576.67	1000.00	906.16	4.89	0.33	0.15	0.00	0.00
6	104.93	576.67	1000.00	914.96	0.00	0.14	0.77	0.00	0.00
6	105.03	576.67	1000.00	930.60	11.73	0.15	1.38	0.00	0.00
6	105.13	576.67	1000.00	879.77	0.00	0.29	1.33	0.00	0.00
6	105.23	576.67	1000.00	876.83	2.93	0.26	1.02	0.00	0.00
6	105.33	577.67	1000.00	917.89	6.84	0.15	0.77	0.00	0.00
6	105.43	577.67	1000.00	895.41	11.73	0.03	0.82	0.00	0.00
6	105.53	577.67	1000.00	906.16	0.00	0.14	1.64	0.00	0.00
6	105.63	577.67	1000.00	875.86	0.00	0.37	0.26	0.00	0.00
6	105.73	577.67	1000.00	910.07	9.78	0.08	1.59	0.00	0.00
6	105.83	577.67	1000.00	901.27	0.00	0.23	0.36	0.00	0.00
6	105.93	577.67	1000.00	924.73	2.93	0.23	0.77	0.00	0.00
6	106.03	577.67	1000.00	904.20	7.82	0.23	0.61	0.00	0.00
6	106.13	577.67	1000.00	860.22	0.00	0.27	1.08	0.00	0.00
6	106.23	577.67	1000.00	859.24	5.87	0.26	1.95	0.00	0.00
6	106.33	577.33	1000.00	907.14	7.82	0.47	1.02	0.00	0.00
6	106.43	577.33	1000.00	922.78	0.00	0.59	1.02	0.00	0.00
6	106.53	577.33	1000.00	847.51	0.00	0.61	0.00	0.00	0.00
6	106.63	577.33	1000.00	922.78	9.78	0.73	1.38	0.00	0.00
6	106.73	577.33	1000.00	917.89	6.84	0.24	0.77	0.00	0.00
6	106.83	577.00	1000.00	906.16	4.89	0.23	0.05	0.00	0.00
6	106.93	577.00	1000.00	859.24	14.66	0.00	0.41	0.00	0.00
6	107.03	577.00	1000.00	874.88	13.69	0.14	1.95	0.00	0.00
6	107.13	577.00	1000.00	922.78	1.96	0.41	2.35	0.00	0.00
6	107.23	577.00	1000.00	898.34	0.98	0.02	0.26	0.00	0.00
6	107.33	577.00	1000.00	913.00	1.96	0.23	0.82	0.00	0.00
6	107.43	577.00	1000.00	843.60	0.00	0.06	0.00	0.00	0.00
6	107.53	577.00	1000.00	902.25	22.48	0.27	1.02	0.00	0.00
6	107.63	577.00	1000.00	894.43	12.71	0.08	0.05	0.00	0.00
6	107.73	577.00	1000.00	920.82	0.00	0.37	0.61	0.00	0.00
6	107.83	576.67	1000.00	893.45	5.87	0.33	0.15	0.00	0.00
6	107.93	576.67	1000.00	853.37	7.82	0.37	0.87	0.00	0.00
6	108.03	576.67	1000.00	919.84	6.84	0.24	1.59	0.00	0.00
6	108.13	576.67	1000.00	895.41	0.98	0.00	0.15	0.00	0.00
6	108.23	576.67	1000.00	919.84	0.00	0.21	0.61	0.00	0.00
6	108.33	576.00	1000.00	845.55	0.00	0.37	0.41	0.00	0.00
6	108.43	576.00	1000.00	907.14	0.00	0.65	0.61	0.00	0.00
6	108.53	576.00	1000.00	875.86	11.73	0.11	0.82	0.00	0.00
6	108.63	576.00	1000.00	915.93	16.62	0.03	0.77	0.00	0.00
6	108.73	576.00	1000.00	874.88	0.00	0.29	1.18	0.00	0.00
6	108.83	576.00	1000.00	869.01	0.00	0.33	0.82	0.00	0.00
6	108.93	576.00	1000.00	875.86	5.87	0.23	1.54	0.00	0.00
6	109.03	576.00	1000.00	886.61	6.84	0.09	0.56	0.00	0.00
6	109.13	576.00	1000.00	891.50	3.91	0.29	1.69	0.00	0.00
6	109.23	576.00	1000.00	882.70	0.00	0.29	1.18	0.00	0.00
6	109.33	576.67	1000.00	871.95	0.00	0.23	1.64	0.00	0.00
6	109.43	576.67	1000.00	864.13	14.66	0.00	0.97	0.00	0.00
6	109.53	576.67	1000.00	914.96	0.00	0.23	2.25	0.00	0.00
6	109.63	576.67	1000.00	914.96	0.00	0.33	1.23	0.00	0.00
6	109.73	576.67	1000.00	883.68	0.00	0.21	0.97	0.00	0.00
6	109.93	576.67	1000.00	894.43	14.66	0.30	1.23	0.00	0.00
6	110.03	576.67	1000.00	875.86	10.75	0.15	1.64	0.00	0.00
6	110.13	576.67	1000.00	910.07	5.87	0.37	1.23	0.00	0.00
6	110.23	576.67	1000.00	875.86	0.00	0.23	1.43	0.00	0.00
6	110.33	577.33	1000.00	913.98	14.66	0.00	1.08	0.00	0.00
6	110.43	577.33	1000.00	898.34	0.00	0.09	1.59	0.00	0.00
6	110.53	577.33	1000.00	913.98	6.84	0.37	1.38	0.00	0.00
6	110.63	577.33	1000.00	876.83	0.00	0.18	1.59	0.00	0.00
6	110.73	577.33	1000.00	875.86	0.00	0.41	1.33	0.00	0.00
6	110.83	578.00	1000.00	880.74	1.96	0.11	1.23	0.00	0.00
6	110.93	578.00	1000.00	907.14	0.00	0.37	1.59	0.00	0.00
6	111.03	578.00	1000.00	864.13	0.00	0.18	1.43	0.00	0.00
6	111.13	578.00	1000.00	889.54	12.71	0.41	1.23	0.00	0.00
6	111.23	578.00	1000.00	870.97	2.93	0.21	0.10	0.00	0.00
6	111.33	578.00	1000.00	867.06	6.84	0.24	0.82	0.00	0.00
6	111.43	578.00	1000.00	870.97	0.00	0.46	0.82	0.00	0.00
6	111.53	578.00	1000.00	874.88	10.75	0.23	1.84	0.00	0.00
6	111.63	578.00	1000.00	891.50	0.00	0.56	1.54	0.00	0.00
6	111.73	578.00	1000.00	891.50	0.00	0.11	1.18	0.00	0.00
6	111.93	578.33	1000.00	859.24	0.00	0.29	0.51	0.00	0.00
6	112.03	578.33	1000.00	855.33	6.84	0.12	1.13	0.00	0.00
6	112.13	578.33	1000.00	926.69	0.00	0.38	2.20	0.00	0.00
6	112.23	578.33	1000.00	914.96	0.00	0.26	0.82	0.00	0.00
6	112.33	577.67	1000.00	922.78	2.93	0.23	0.00	0.00	0.00
6	112.43	577.67	1000.00	880.74	0.00	0.68	0.10	0.00	0.00
6	112.53	577.67	1000.00	868.04	0.00	0.49	0.51	0.00	0.00
6	112.63	577.67	1000.00	850.44	5.87	0.62	1.23	0.00	0.00
6	112.73	577.67	1000.00	899.32	14.66	0.00	0.00	0.00	0.00
6	112.83	578.00	1000.00	918.87	30.30	0.00	0.77	0.00	0.00
6	112.93	578.00	1000.00	827.96	3.91	0.18	0.97	0.00	0.00
6	113.03	578.00	1000.00	912.02	12.71	0.29	1.59	0.00	0.00
6	113.13	578.00	1000.00	926.69	0.00	0.24	0.82	0.00	0.00
6	113.23	578.00	1000.00	938.42	0.00	0.17	1.13	0.00	0.00
6	113.33	577.33	1000.00	840.66	0.00	0.38	0.82	0.00	0.00
6	113.43	577.33	1000.00	859.24	16.62	0.06	0.36	0.00	0.00
6	113.53	577.33	1000.00	883.68	29.33	0.00	1.18	0.00	0.00
6	113.63	577.33	1000.00	898.34	2.93	0.06	0.36	0.00	0.00
6	113.73	577.33	1000.00	880.74	3.91	0.24	0.77	0.00	0.00
6	113.93	576.67	1000.00	844.57	7.82	0.37	1.43	0.00	0.00
6	114.03	576.67	1000.00	874.88	14.66	0.24	0.05	0.00	0.00
6	114.13	576.67	1000.00	914.96	0.00	0.12	1.18	0.00	0.00
6	114.23	576.67	1000.00	859.24	6.84	0.24	0.10	0.00	0.00
6	114.33	576.33	1000.00	886.61	7.82	0.23	1.23	0.00	0.00
6	114.43	576.33	1000.00	875.86	0.00	0.47	1.79	0.00	0.00
6	114.53	576.33	1000.00	883.68	0.00	0.23	1.23	0.00	0.00
6	114.63	576.33	1000.00	874.88	2.93	0.30	1.18	0.00	0.00
6	114.73	576.33	1000.00	891.50	0.00	0.29	1.23	0.00	0.00
6	114.83	576.00	1000.00	895.41	15.64	0.17	1.74	0.00	0.00
6	114.93	576.00	1000.00	894.43	0.00	0.32	0.36	0.00	0.00
6	115.03	576.00	1000.00	891.50	0.00	0.15	0.82	0.00	0.00
6	115.13	576.00	1000.00	870.97	6.84	0.30	0.15	0.00	0.00
6	115.23	576.00	1000.00	855.33	10.75	0.23	1.59	0.00	0.00
6	115.33	576.00	1000.00	883.68	11.73	0.32	1.38	0.00	0.00
6	115.43	576.00	1000.00	873.90	3.91	0.00	0.82	0.00	0.00
6	115.53	576.00	1000.00	890.52	3.91	0.23	1.54	0.00	0.00
6	115.63	576.00	1000.00	843.60	5.87	0.17	0.56	0.00	0.00
6	115.73	576.00	1000.00	914.96	0.00	0.23	2.46	0.00	0.00
